evidence_id,title,authors,year,venue,primary_url,doi,topic,direction_id,screening_depth,reading_basis,sections_checked,method_family,measured_quantity,selection_unit,training_stage_dependency,distinguishes_beneficial_harmful,required_fields,stage1_testability,stage1_implication,method_summary,claim_boundary,evidence_relation,primary_source_verified,verified_at,abstract
OPENALEX_W3170360335,Revisiting the Calibration of Modern Neural Networks,Matthias Minderer; Josip Djolonga; Rob Romijnders; Frances Ann Hubis; Xiaohua Zhai; Neil Houlsby; Dustin Tran; Mario Lučić,2021,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2106.07998,https://doi.org/10.48550/arxiv.2106.07998,OPERATIONAL_TAIL_AND_CALIBRATION,D7_OPERATIONAL_TAIL,ABSTRACT_SCREEN,PRIMARY_TITLE_AND_ABSTRACT,TITLE;ABSTRACT,"constrained classification, ranking, imbalance, and calibration","raw ranking, constrained error, partial AUC, or calibration",model or prediction set,POST_CHECKPOINT,AT_OUTCOME_LEVEL,raw_predictions;labels;preregistered_constraint,DIRECT,Judge gains on the raw high-recall frontier and keep calibration separate from ranking.,Method family classified from the primary title and abstract.,Long-tail or calibration improvements do not automatically improve the FN-constrained frontier.,CONTEXT,True,2026-08-07,"Accurate estimation of predictive uncertainty (model calibration) is essential for the safe application of neural networks. Many instances of miscalibration in modern neural networks have been reported, suggesting a trend that newer, more accurate models produce poorly calibrated predictions. Here, we revisit this question for recent state-of-the-art image classification models. We systematically relate model calibration and accuracy, and find that the most recent models, notably those not using convolutions, are among the best calibrated. Trends observed in prior model generations, such as decay of calibration with distribution shift or model size, are less pronounced in recent architectures. We also show that model size and amount of pretraining do not fully explain these differences, suggesting that architecture is a major determinant of calibration properties."
OPENALEX_W3035724871,Rethinking the Value of Labels for Improving Class-Imbalanced Learning,Yuzhe Yang; Zhi Xu,2020,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2006.07529,https://doi.org/10.48550/arxiv.2006.07529,OPERATIONAL_TAIL_AND_CALIBRATION,D7_OPERATIONAL_TAIL,ABSTRACT_SCREEN,PRIMARY_TITLE_AND_ABSTRACT,TITLE;ABSTRACT,"constrained classification, ranking, imbalance, and calibration","raw ranking, constrained error, partial AUC, or calibration",model or prediction set,POST_CHECKPOINT,AT_OUTCOME_LEVEL,raw_predictions;labels;preregistered_constraint,DIRECT,Judge gains on the raw high-recall frontier and keep calibration separate from ranking.,Method family classified from the primary title and abstract.,Long-tail or calibration improvements do not automatically improve the FN-constrained frontier.,CONTEXT,True,2026-08-07,"Real-world data often exhibits long-tailed distributions with heavy class imbalance, posing great challenges for deep recognition models. We identify a persisting dilemma on the value of labels in the context of imbalanced learning: on the one hand, supervision from labels typically leads to better results than its unsupervised counterparts; on the other hand, heavily imbalanced data naturally incurs ""label bias"" in the classifier, where the decision boundary can be drastically altered by the majority classes. In this work, we systematically investigate these two facets of labels. We demonstrate, theoretically and empirically, that class-imbalanced learning can significantly benefit in both semi-supervised and self-supervised manners. Specifically, we confirm that (1) positively, imbalanced labels are valuable: given more unlabeled data, the original labels can be leveraged with the extra data to reduce label bias in a semi-supervised manner, which greatly improves the final classifier; (2) negatively however, we argue that imbalanced labels are not useful always: classifiers that are first pre-trained in a self-supervised manner consistently outperform their corresponding baselines. Extensive experiments on large-scale imbalanced datasets verify our theoretically grounded strategies, showing superior performance over previous state-of-the-arts. Our intriguing findings highlight the need to rethink the usage of imbalanced labels in realistic long-tailed tasks. Code is available at https://github.com/YyzHarry/imbalanced-semi-self."
OPENALEX_W2803590506,Class Imbalance Ensemble Learning Based on the Margin Theory,Wei Feng; Wenjiang Huang; Jinchang Ren,2018,Applied Sciences,https://doi.org/10.3390/app8050815,https://doi.org/10.3390/app8050815,OPERATIONAL_TAIL_AND_CALIBRATION,D7_OPERATIONAL_TAIL,ABSTRACT_SCREEN,PRIMARY_TITLE_AND_ABSTRACT,TITLE;ABSTRACT,"constrained classification, ranking, imbalance, and calibration","raw ranking, constrained error, partial AUC, or calibration",model or prediction set,POST_CHECKPOINT,AT_OUTCOME_LEVEL,raw_predictions;labels;preregistered_constraint,DIRECT,Judge gains on the raw high-recall frontier and keep calibration separate from ranking.,Method family classified from the primary title and abstract.,Long-tail or calibration improvements do not automatically improve the FN-constrained frontier.,CONTEXT,True,2026-08-07,"The proportion of instances belonging to each class in a data-set plays an important role in machine learning. However, the real world data often suffer from class imbalance. Dealing with multi-class tasks with different misclassification costs of classes is harder than dealing with two-class ones. Undersampling and oversampling are two of the most popular data preprocessing techniques dealing with imbalanced data-sets. Ensemble classifiers have been shown to be more effective than data sampling techniques to enhance the classification performance of imbalanced data. Moreover, the combination of ensemble learning with sampling methods to tackle the class imbalance problem has led to several proposals in the literature, with positive results. The ensemble margin is a fundamental concept in ensemble learning. Several studies have shown that the generalization performance of an ensemble classifier is related to the distribution of its margins on the training examples. In this paper, we propose a novel ensemble margin based algorithm, which handles imbalanced classification by employing more low margin examples which are more informative than high margin samples. This algorithm combines ensemble learning with undersampling, but instead of balancing classes randomly such as UnderBagging, our method pays attention to constructing higher quality balanced sets for each base classifier. In order to demonstrate the effectiveness of the proposed method in handling class imbalanced data, UnderBagging and SMOTEBagging are used in a comparative analysis. In addition, we also compare the performances of different ensemble margin definitions, including both supervised and unsupervised margins, in class imbalance learning."
OPENALEX_W3132026801,Gradient Descent on Neural Networks Typically Occurs at the Edge of Stability,Jeremy M. Cohen; Simran Kaur; Yuanzhi Li; J. Zico Kolter; Ameet Talwalkar,2021,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2103.00065,https://doi.org/10.48550/arxiv.2103.00065,OPTIMIZATION_AND_SEED_VARIANCE,D5_REALIZED_EXPOSURE,ABSTRACT_SCREEN,PRIMARY_TITLE_AND_ABSTRACT,TITLE;ABSTRACT,optimization stability and seed variance,"variation across initialization, batch order, or optimization path",run or checkpoint,YES,NO_DIRECT_SAMPLE_RANK,paired_seed;batch_or_exposure_trace;checkpoint_trajectory,DIRECT_WITH_NEW_TELEMETRY,Treat sample value as a distribution across paired random training realizations.,Method family classified from the primary title and abstract.,Run instability establishes conditionality but does not identify a better sample set by itself.,SUPPORTS,True,2026-08-07,"We empirically demonstrate that full-batch gradient descent on neural network training objectives typically operates in a regime we call the Edge of Stability. In this regime, the maximum eigenvalue of the training loss Hessian hovers just above the numerical value $2 / \text{(step size)}$, and the training loss behaves non-monotonically over short timescales, yet consistently decreases over long timescales. Since this behavior is inconsistent with several widespread presumptions in the field of optimization, our findings raise questions as to whether these presumptions are relevant to neural network training. We hope that our findings will inspire future efforts aimed at rigorously understanding optimization at the Edge of Stability. Code is available at https://github.com/locuslab/edge-of-stability."
OPENALEX_W4390189882,A Comprehensive Empirical Evaluation on Online Continual Learning,Albin Soutif--Cormerais; Antonio Carta; Andrea Cossu; Julio Hurtado; Vincenzo Lomonaco; Joost van de Weijer; Hamed Hemati,2023,nan,https://doi.org/10.1109/iccvw60793.2023.00378,https://doi.org/10.1109/iccvw60793.2023.00378,REPLAY_AND_SCHEDULING,D2_DYNAMIC_REPLAY,ABSTRACT_SCREEN,PRIMARY_TITLE_AND_ABSTRACT,TITLE;ABSTRACT,experience replay and replay scheduling,"replay composition, interference, retention, or schedule","sample, task, or replay buffer",YES,PARTIAL,replay_schedule;realized_exposure;checkpoint_outcome,NEXT_CAMPAIGN,Compare continuous and decayed exposure with a fixed selection and paired seeds.,Method family classified from the primary title and abstract.,Continual-learning forgetting differs from same-task tail trade-offs in Stage1.,SUPPORTS,True,2026-08-07,"Online continual learning aims to get closer to a live learning experience by learning directly on a stream of data with temporally shifting distribution and by storing a minimum amount of data from that stream. In this empirical evaluation, we evaluate various methods from the literature that tackle online continual learning. More specifically, we focus on the class-incremental setting in the context of image classification, where the learner must learn new classes incrementally from a stream of data. We compare these methods on the Split-CIFAR100 and Split-TinyImagenet benchmarks, and measure their average accuracy, forgetting, stability, and quality of the representations, to evaluate various aspects of the algorithm at the end but also during the whole training period. We find that most methods suffer from stability and underfitting issues. However, the learned representations are comparable to i.i.d. training under the same computational budget. No clear winner emerges from the results and basic experience replay, when properly tuned and implemented, is a very strong baseline. We release our modular and extensible codebase at https://github.com/AlbinSou/ocl_survey based on the avalanche framework to reproduce our results and encourage future research."
OPENALEX_W3199964983,Saliency Guided Experience Packing for Replay in Continual Learning,Gobinda Saha; Kaushik Roy,2023,2023 IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),https://doi.org/10.1109/wacv56688.2023.00524,https://doi.org/10.1109/wacv56688.2023.00524,REPLAY_AND_SCHEDULING,D2_DYNAMIC_REPLAY,ABSTRACT_SCREEN,PRIMARY_TITLE_AND_ABSTRACT,TITLE;ABSTRACT,experience replay and replay scheduling,"replay composition, interference, retention, or schedule","sample, task, or replay buffer",YES,PARTIAL,replay_schedule;realized_exposure;checkpoint_outcome,NEXT_CAMPAIGN,Compare continuous and decayed exposure with a fixed selection and paired seeds.,Method family classified from the primary title and abstract.,Continual-learning forgetting differs from same-task tail trade-offs in Stage1.,SUPPORTS,True,2026-08-07,"Artificial learning systems aspire to mimic human intelligence by continually learning from a stream of tasks without forgetting past knowledge. One way to enable such learning is to store past experiences in the form of input examples in episodic memory and replay them when learning new tasks. However, performance of such method suffers as the size of the memory becomes smaller. In this paper, we propose a new approach for experience replay, where we select the past experiences by looking at the saliency maps which provide visual explanations for the model’s decision. Guided by these saliency maps, we pack the memory with only the parts or patches of the input images important for the model’s prediction. While learning a new task, we replay these memory patches with appropriate zero-padding to remind the model about its past decisions. We evaluate our algorithm on CIFAR-100, miniImageNet and CUB datasets and report better performance than the state-of-the-art approaches. With qualitative and quantitative analyses we show that our method captures richer summaries of past experiences without any memory increase, and hence performs well with small episodic memory."
OPENALEX_W4298053029,A simple but strong baseline for online continual learning: Repeated Augmented Rehearsal,Yaqian Zhang; Bernhard Pfahringer; Eibe Frank; Albert Bifet; Nick Lim; Yunzhe Jia,2022,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2209.13917,https://doi.org/10.48550/arxiv.2209.13917,REPLAY_AND_SCHEDULING,D2_DYNAMIC_REPLAY,ABSTRACT_SCREEN,PRIMARY_TITLE_AND_ABSTRACT,TITLE;ABSTRACT,experience replay and replay scheduling,"replay composition, interference, retention, or schedule","sample, task, or replay buffer",YES,PARTIAL,replay_schedule;realized_exposure;checkpoint_outcome,NEXT_CAMPAIGN,Compare continuous and decayed exposure with a fixed selection and paired seeds.,Method family classified from the primary title and abstract.,Continual-learning forgetting differs from same-task tail trade-offs in Stage1.,SUPPORTS,True,2026-08-07,"Online continual learning (OCL) aims to train neural networks incrementally from a non-stationary data stream with a single pass through data. Rehearsal-based methods attempt to approximate the observed input distributions over time with a small memory and revisit them later to avoid forgetting. Despite its strong empirical performance, rehearsal methods still suffer from a poor approximation of the loss landscape of past data with memory samples. This paper revisits the rehearsal dynamics in online settings. We provide theoretical insights on the inherent memory overfitting risk from the viewpoint of biased and dynamic empirical risk minimization, and examine the merits and limits of repeated rehearsal. Inspired by our analysis, a simple and intuitive baseline, Repeated Augmented Rehearsal (RAR), is designed to address the underfitting-overfitting dilemma of online rehearsal. Surprisingly, across four rather different OCL benchmarks, this simple baseline outperforms vanilla rehearsal by 9%-17% and also significantly improves state-of-the-art rehearsal-based methods MIR, ASER, and SCR. We also demonstrate that RAR successfully achieves an accurate approximation of the loss landscape of past data and high-loss ridge aversion in its learning trajectory. Extensive ablation studies are conducted to study the interplay between repeated and augmented rehearsal and reinforcement learning (RL) is applied to dynamically adjust the hyperparameters of RAR to balance the stability-plasticity trade-off online. Code is available at https://github.com/YaqianZhang/RepeatedAugmentedRehearsal"
OPENALEX_W4283807278,Adaptive Orthogonal Projection for Batch and Online Continual Learning,Yiduo Guo; Wenpeng Hu; Dongyan Zhao; Bing Liu,2022,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v36i6.20634,https://doi.org/10.1609/aaai.v36i6.20634,REPLAY_AND_SCHEDULING,D2_DYNAMIC_REPLAY,ABSTRACT_SCREEN,PRIMARY_TITLE_AND_ABSTRACT,TITLE;ABSTRACT,experience replay and replay scheduling,"replay composition, interference, retention, or schedule","sample, task, or replay buffer",YES,PARTIAL,replay_schedule;realized_exposure;checkpoint_outcome,NEXT_CAMPAIGN,Compare continuous and decayed exposure with a fixed selection and paired seeds.,Method family classified from the primary title and abstract.,Continual-learning forgetting differs from same-task tail trade-offs in Stage1.,SUPPORTS,True,2026-08-07,"Catastrophic forgetting is a key obstacle to continual learning. One of the state-of-the-art approaches is orthogonal projection. The idea of this approach is to learn each task by updating the network parameters or weights only in the direction orthogonal to the subspace spanned by all previous task inputs. This ensures no interference with tasks that have been learned. The system OWM that uses the idea performs very well against other state-of-the-art systems. In this paper, we first discuss an issue that we discovered in the mathematical derivation of this approach and then propose a novel method, called AOP (Adaptive Orthogonal Projection), to resolve it, which results in significant accuracy gains in empirical evaluations in both the batch and online continual learning settings without saving any previous training data as in replay-based methods."
OPENALEX_W4309957687,CODA-Prompt: COntinual Decomposed Attention-based Prompting for Rehearsal-Free Continual Learning,"Smith, James Seale; Leonid Karlinsky; Vyshnavi Gutta; Paola Cascante-Bonilla; Donghyun Kim; Assaf Arbelle; Rameswar Panda; Rogério Feris",2022,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2211.13218,https://doi.org/10.48550/arxiv.2211.13218,REPLAY_AND_SCHEDULING,D2_DYNAMIC_REPLAY,ABSTRACT_SCREEN,PRIMARY_TITLE_AND_ABSTRACT,TITLE;ABSTRACT,experience replay and replay scheduling,"replay composition, interference, retention, or schedule","sample, task, or replay buffer",YES,PARTIAL,replay_schedule;realized_exposure;checkpoint_outcome,NEXT_CAMPAIGN,Compare continuous and decayed exposure with a fixed selection and paired seeds.,Method family classified from the primary title and abstract.,Continual-learning forgetting differs from same-task tail trade-offs in Stage1.,SUPPORTS,True,2026-08-07,"Computer vision models suffer from a phenomenon known as catastrophic forgetting when learning novel concepts from continuously shifting training data. Typical solutions for this continual learning problem require extensive rehearsal of previously seen data, which increases memory costs and may violate data privacy. Recently, the emergence of large-scale pre-trained vision transformer models has enabled prompting approaches as an alternative to data-rehearsal. These approaches rely on a key-query mechanism to generate prompts and have been found to be highly resistant to catastrophic forgetting in the well-established rehearsal-free continual learning setting. However, the key mechanism of these methods is not trained end-to-end with the task sequence. Our experiments show that this leads to a reduction in their plasticity, hence sacrificing new task accuracy, and inability to benefit from expanded parameter capacity. We instead propose to learn a set of prompt components which are assembled with input-conditioned weights to produce input-conditioned prompts, resulting in a novel attention-based end-to-end key-query scheme. Our experiments show that we outperform the current SOTA method DualPrompt on established benchmarks by as much as 4.5% in average final accuracy. We also outperform the state of art by as much as 4.4% accuracy on a continual learning benchmark which contains both class-incremental and domain-incremental task shifts, corresponding to many practical settings. Our code is available at https://github.com/GT-RIPL/CODA-Prompt"
OPENALEX_W4221144386,Continual Normalization: Rethinking Batch Normalization for Online Continual Learning,Quang Pham; Chenghao Liu; Steven C. H. Hoi,2022,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2203.16102,https://doi.org/10.48550/arxiv.2203.16102,REPLAY_AND_SCHEDULING,D2_DYNAMIC_REPLAY,ABSTRACT_SCREEN,PRIMARY_TITLE_AND_ABSTRACT,TITLE;ABSTRACT,experience replay and replay scheduling,"replay composition, interference, retention, or schedule","sample, task, or replay buffer",YES,PARTIAL,replay_schedule;realized_exposure;checkpoint_outcome,NEXT_CAMPAIGN,Compare continuous and decayed exposure with a fixed selection and paired seeds.,Method family classified from the primary title and abstract.,Continual-learning forgetting differs from same-task tail trade-offs in Stage1.,SUPPORTS,True,2026-08-07,"Existing continual learning methods use Batch Normalization (BN) to facilitate training and improve generalization across tasks. However, the non-i.i.d and non-stationary nature of continual learning data, especially in the online setting, amplify the discrepancy between training and testing in BN and hinder the performance of older tasks. In this work, we study the cross-task normalization effect of BN in online continual learning where BN normalizes the testing data using moments biased towards the current task, resulting in higher catastrophic forgetting. This limitation motivates us to propose a simple yet effective method that we call Continual Normalization (CN) to facilitate training similar to BN while mitigating its negative effect. Extensive experiments on different continual learning algorithms and online scenarios show that CN is a direct replacement for BN and can provide substantial performance improvements. Our implementation is available at \url{https://github.com/phquang/Continual-Normalization}."
OPENALEX_W4220822990,Is Class-Incremental Enough for Continual Learning?,Andrea Cossu; Gabriele Graffieti; Lorenzo Pellegrini; Davide Maltoni; Davide Bacciu; Antonio Carta; Vincenzo Lomonaco,2022,Frontiers in Artificial Intelligence,https://doi.org/10.3389/frai.2022.829842,https://doi.org/10.3389/frai.2022.829842,REPLAY_AND_SCHEDULING,D2_DYNAMIC_REPLAY,ABSTRACT_SCREEN,PRIMARY_TITLE_AND_ABSTRACT,TITLE;ABSTRACT,experience replay and replay scheduling,"replay composition, interference, retention, or schedule","sample, task, or replay buffer",YES,PARTIAL,replay_schedule;realized_exposure;checkpoint_outcome,NEXT_CAMPAIGN,Compare continuous and decayed exposure with a fixed selection and paired seeds.,Method family classified from the primary title and abstract.,Continual-learning forgetting differs from same-task tail trade-offs in Stage1.,SUPPORTS,True,2026-08-07,"The ability of a model to learn continually can be empirically assessed in different continual learning scenarios. Each scenario defines the constraints and the opportunities of the learning environment. Here, we challenge the current trend in the continual learning literature to experiment mainly on class-incremental scenarios, where classes present in one experience are never revisited. We posit that an excessive focus on this setting may be limiting for future research on continual learning, since class-incremental scenarios artificially exacerbate catastrophic forgetting, at the expense of other important objectives like forward transfer and computational efficiency. In many real-world environments, in fact, repetition of previously encountered concepts occurs naturally and contributes to softening the disruption of previous knowledge. We advocate for a more in-depth study of alternative continual learning scenarios, in which repetition is integrated by design in the stream of incoming information. Starting from already existing proposals, we describe the advantages such class-incremental with repetition scenarios could offer for a more comprehensive assessment of continual learning models."
OPENALEX_W4312232016,"Not Just Selection, but Exploration: Online Class-Incremental Continual Learning via Dual View Consistency",Yanan Gu; Xu Yang; Kun Wei; Cheng Deng,2022,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),https://doi.org/10.1109/cvpr52688.2022.00729,https://doi.org/10.1109/cvpr52688.2022.00729,REPLAY_AND_SCHEDULING,D2_DYNAMIC_REPLAY,ABSTRACT_SCREEN,PRIMARY_TITLE_AND_ABSTRACT,TITLE;ABSTRACT,experience replay and replay scheduling,"replay composition, interference, retention, or schedule","sample, task, or replay buffer",YES,PARTIAL,replay_schedule;realized_exposure;checkpoint_outcome,NEXT_CAMPAIGN,Compare continuous and decayed exposure with a fixed selection and paired seeds.,Method family classified from the primary title and abstract.,Continual-learning forgetting differs from same-task tail trade-offs in Stage1.,SUPPORTS,True,2026-08-07,"Online class-incremental continual learning aims to learn new classes continually from a never-ending and single-pass data stream, while not forgetting the learned knowledge of old classes. Existing replay-based methods have shown promising performance by storing a subset of old class data. Unfortunately, these methods only focus on selecting samples from the memory bank for replay and ignore the adequate exploration of semantic information in the single-pass data stream, leading to poor classification accuracy. In this paper, we propose a novel yet effective framework for online class-incremental continual learning, which considers not only the selection of stored samples, but also the full exploration of the data stream. Specifically, we propose a gradient-based sample selection strategy, which selects the stored samples whose gradients generated in the network are most interfered by the new incoming samples. We believe such samples are beneficial for updating the neural network based on back gradient propagation. More importantly, we seek to explore the semantic information between two different views of training images by maximizing their mutual information, which is conducive to the improvement of classification accuracy. Extensive experimental results demonstrate that our method achieves state-of-the-art performance on a variety of benchmark datasets. Our code is available on https://github.com/YananGu/DVC."
OPENALEX_W3174499835,Class-Incremental Experience Replay for Continual Learning under Concept Drift,Łukasz Korycki; Bartosz Krawczyk,2021,nan,https://doi.org/10.1109/cvprw53098.2021.00404,https://doi.org/10.1109/cvprw53098.2021.00404,REPLAY_AND_SCHEDULING,D2_DYNAMIC_REPLAY,ABSTRACT_SCREEN,PRIMARY_TITLE_AND_ABSTRACT,TITLE;ABSTRACT,experience replay and replay scheduling,"replay composition, interference, retention, or schedule","sample, task, or replay buffer",YES,PARTIAL,replay_schedule;realized_exposure;checkpoint_outcome,NEXT_CAMPAIGN,Compare continuous and decayed exposure with a fixed selection and paired seeds.,Method family classified from the primary title and abstract.,Continual-learning forgetting differs from same-task tail trade-offs in Stage1.,SUPPORTS,True,2026-08-07,"Modern machine learning systems need to be able to cope with constantly arriving and changing data. Two main areas of research dealing with such scenarios are continual learning and data stream mining. Continual learning focuses on accumulating knowledge and avoiding forgetting, assuming information once learned should be stored. Data stream mining focuses on adaptation to concept drift and discarding outdated information, assuming that only the most recent data is relevant. While these two areas are mainly being developed in separation, they offer complementary views on the problem of learning from dynamic data. There is a need for unifying them, by offering architectures capable of both learning and storing new information, as well as revisiting and adapting to changes in previously seen concepts. We propose a novel continual learning approach that can handle both tasks. Our experience replay method is fueled by a centroid-driven memory storing diverse instances of incrementally arriving classes. This is enhanced with a reactive subspace buffer that tracks concept drift occurrences in previously seen classes and adapts clusters accordingly. The proposed architecture is thus capable of both remembering valid and forgetting outdated information, offering a holistic framework for continual learning under concept drift."
OPENALEX_W4225524130,New Insights on Reducing Abrupt Representation Change in Online Continual Learning,Lucas Caccia; Rahaf Aljundi; Nader Asadi; Tinne Tuytelaars; Joëlle Pineau; Eugene Belilovsky,2021,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2104.05025,https://doi.org/10.48550/arxiv.2104.05025,REPLAY_AND_SCHEDULING,D2_DYNAMIC_REPLAY,ABSTRACT_SCREEN,PRIMARY_TITLE_AND_ABSTRACT,TITLE;ABSTRACT,experience replay and replay scheduling,"replay composition, interference, retention, or schedule","sample, task, or replay buffer",YES,PARTIAL,replay_schedule;realized_exposure;checkpoint_outcome,NEXT_CAMPAIGN,Compare continuous and decayed exposure with a fixed selection and paired seeds.,Method family classified from the primary title and abstract.,Continual-learning forgetting differs from same-task tail trade-offs in Stage1.,SUPPORTS,True,2026-08-07,"In the online continual learning paradigm, agents must learn from a changing distribution while respecting memory and compute constraints. Experience Replay (ER), where a small subset of past data is stored and replayed alongside new data, has emerged as a simple and effective learning strategy. In this work, we focus on the change in representations of observed data that arises when previously unobserved classes appear in the incoming data stream, and new classes must be distinguished from previous ones. We shed new light on this question by showing that applying ER causes the newly added classes' representations to overlap significantly with the previous classes, leading to highly disruptive parameter updates. Based on this empirical analysis, we propose a new method which mitigates this issue by shielding the learned representations from drastic adaptation to accommodate new classes. We show that using an asymmetric update rule pushes new classes to adapt to the older ones (rather than the reverse), which is more effective especially at task boundaries, where much of the forgetting typically occurs. Empirical results show significant gains over strong baselines on standard continual learning benchmarks."
OPENALEX_W3175853876,Online Class-Incremental Continual Learning with Adversarial Shapley Value,Dongsub Shim; Zheda Mai; Jihwan Jeong; Scott Sanner; Hyunwoo Kim; Jongseong Jang,2021,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v35i11.17159,https://doi.org/10.1609/aaai.v35i11.17159,REPLAY_AND_SCHEDULING,D2_DYNAMIC_REPLAY,ABSTRACT_SCREEN,PRIMARY_TITLE_AND_ABSTRACT,TITLE;ABSTRACT,experience replay and replay scheduling,"replay composition, interference, retention, or schedule","sample, task, or replay buffer",YES,PARTIAL,replay_schedule;realized_exposure;checkpoint_outcome,NEXT_CAMPAIGN,Compare continuous and decayed exposure with a fixed selection and paired seeds.,Method family classified from the primary title and abstract.,Continual-learning forgetting differs from same-task tail trade-offs in Stage1.,SUPPORTS,True,2026-08-07,"As image-based deep learning becomes pervasive on every device, from cell phones to smart watches, there is a growing need to develop methods that continually learn from data while minimizing memory footprint and power consumption. While memory replay techniques have shown exceptional promise for this task of continual learning, the best method for selecting which buffered images to replay is still an open question. In this paper, we specifically focus on the online class-incremental setting where a model needs to learn new classes continually from an online data stream. To this end, we contribute a novel Adversarial Shapley value scoring method that scores memory data samples according to their ability to preserve latent decision boundaries for previously observed classes (to maintain learning stability and avoid forgetting) while interfering with latent decision boundaries of current classes being learned (to encourage plasticity and optimal learning of new class boundaries). Overall, we observe that our proposed ASER method provides competitive or improved performance compared to state-of-the-art replay-based continual learning methods on a variety of datasets."
OPENALEX_W3091958244,Rethinking Experience Replay: a Bag of Tricks for Continual Learning,Pietro Buzzega; Matteo Boschini; Angelo Porrello; Simone Calderara,2021,nan,https://doi.org/10.1109/icpr48806.2021.9412614,https://doi.org/10.1109/icpr48806.2021.9412614,REPLAY_AND_SCHEDULING,D2_DYNAMIC_REPLAY,ABSTRACT_SCREEN,PRIMARY_TITLE_AND_ABSTRACT,TITLE;ABSTRACT,experience replay and replay scheduling,"replay composition, interference, retention, or schedule","sample, task, or replay buffer",YES,PARTIAL,replay_schedule;realized_exposure;checkpoint_outcome,NEXT_CAMPAIGN,Compare continuous and decayed exposure with a fixed selection and paired seeds.,Method family classified from the primary title and abstract.,Continual-learning forgetting differs from same-task tail trade-offs in Stage1.,SUPPORTS,True,2026-08-07,"In Continual Learning, a Neural Network is trained on a stream of data whose distribution shifts over time. Under these assumptions, it is especially challenging to improve on classes appearing later in the stream while remaining accurate on previous ones. This is due to the infamous problem of catastrophic forgetting, which causes a quick performance degradation when the classifier focuses on learning new categories. Recent literature proposed various approaches to tackle this issue, often resorting to very sophisticated techniques. In this work, we show that naive rehearsal can be patched to achieve similar performance. We point out some shortcomings that restrain Experience Replay (ER) and propose five tricks to mitigate them. Experiments show that ER, thus enhanced, displays an accuracy gain of 51.2 and 26.9 percentage points on the CIFAR-10 and CIFAR-100 datasets respectively (memory buffer size 1000). As a result, it surpasses current state-of-the-art rehearsal-based methods."
OPENALEX_W2998202787,Attentive Experience Replay,Peiquan Sun; Wengang Zhou; Houqiang Li,2020,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v34i04.6049,https://doi.org/10.1609/aaai.v34i04.6049,REPLAY_AND_SCHEDULING,D2_DYNAMIC_REPLAY,ABSTRACT_SCREEN,PRIMARY_TITLE_AND_ABSTRACT,TITLE;ABSTRACT,experience replay and replay scheduling,"replay composition, interference, retention, or schedule","sample, task, or replay buffer",YES,PARTIAL,replay_schedule;realized_exposure;checkpoint_outcome,NEXT_CAMPAIGN,Compare continuous and decayed exposure with a fixed selection and paired seeds.,Method family classified from the primary title and abstract.,Continual-learning forgetting differs from same-task tail trade-offs in Stage1.,SUPPORTS,True,2026-08-07,"Experience replay (ER) has become an important component of deep reinforcement learning (RL) algorithms. ER enables RL algorithms to reuse past experiences for the update of current policy. By reusing a previous state for training, the RL agent would learn more accurate value estimation and better decision on that state. However, as the policy is continually updated, some states in past experiences become rarely visited, and optimization over these states might not improve the overall performance of current policy. To tackle this issue, we propose a new replay strategy to prioritize the transitions that contain states frequently visited by current policy. We introduce Attentive Experience Replay (AER), a novel experience replay algorithm that samples transitions according to the similarities between their states and the agent's state. We couple AER with different off-policy algorithms and demonstrate that AER makes consistent improvements on the suite of OpenAI gym tasks."
