logical_run_id,cycle_id,release_state,seed_scope,seed_id,training_seed,arm_id,ratio_id,policy_id,schedule_id,selection_id,selection_digest,parent_job_id,machine_id,planned_physical_job_count,logical_epoch_count,total_configured_replay_exposures,key_checkpoint_epochs,analysis_set,blind_holdout_access,canonical_lock_file_sha256
CYCLE_2_S007_C2_T_RHO_1P0_SAME_PEAK_TAPER,CYCLE_2,HELD,DISCOVERY_TIMING_DOSE,S007,1280388208,C2_T_RHO_1P0_SAME_PEAK_TAPER,RHO_1P0_PERCENT,SAME_PEAK_TAPER,CYCLE_2__RHO_1P0_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,JOB_S007_RHO_1P0_PERCENT_SHARED_PREFIX_SHARED_RHO_1P0_PERCENT_CONTINUOUS_TAPER_PREFIX_E001_140,M04,4,200,180000,120;140;150;160;180;200,DISCOVERY_TIMING_DOSE,FORBIDDEN_UNTIL_FINAL_PROTOCOL_FREEZE,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_2_S007_C2_T_RHO_1P0_DOSE_MATCHED_TAPER,CYCLE_2,HELD,DISCOVERY_TIMING_DOSE,S007,1280388208,C2_T_RHO_1P0_DOSE_MATCHED_TAPER,RHO_1P0_PERCENT,DOSE_MATCHED_TAPER,CYCLE_2__RHO_1P0_PERCENT__DOSE_MATCHED_TAPER__NONE__G0PCT,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,,M07,4,200,240000,120;140;150;160;180;200,DISCOVERY_TIMING_DOSE,FORBIDDEN_UNTIL_FINAL_PROTOCOL_FREEZE,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1_S008_C1_T_RHO_2P5_CONTINUOUS,CYCLE_1,ENGINEERING_GATE,DISCOVERY_TIMING_DOSE,S008,247474179,C1_T_RHO_2P5_CONTINUOUS,RHO_2P5_PERCENT,CONTINUOUS,CYCLE_1__RHO_2P5_PERCENT__CONTINUOUS__NONE__G0PCT,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,JOB_S008_RHO_2P5_PERCENT_SHARED_PREFIX_SHARED_RHO_2P5_PERCENT_CONTINUOUS_TAPER_PREFIX_E001_140,M02,4,200,600000,120;140;150;160;180;200,DISCOVERY_TIMING_DOSE,FORBIDDEN_UNTIL_FINAL_PROTOCOL_FREEZE,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1_S008_C1_T_RHO_2P5_SAME_PEAK_TAPER,CYCLE_1,ENGINEERING_GATE,DISCOVERY_TIMING_DOSE,S008,247474179,C1_T_RHO_2P5_SAME_PEAK_TAPER,RHO_2P5_PERCENT,SAME_PEAK_TAPER,CYCLE_1__RHO_2P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,JOB_S008_RHO_2P5_PERCENT_SHARED_PREFIX_SHARED_RHO_2P5_PERCENT_CONTINUOUS_TAPER_PREFIX_E001_140,M02,4,200,450000,120;140;150;160;180;200,DISCOVERY_TIMING_DOSE,FORBIDDEN_UNTIL_FINAL_PROTOCOL_FREEZE,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_1_S008_C1_NR_NO_REPLAY,CYCLE_1,ENGINEERING_GATE,DISCOVERY_TIMING_DOSE,S008,247474179,C1_NR_NO_REPLAY,NO_REPLAY,NO_REPLAY,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,NR_NO_SELECTION,4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945,,M06,4,200,0,120;140;150;160;180;200,DISCOVERY_TIMING_DOSE,FORBIDDEN_UNTIL_FINAL_PROTOCOL_FREEZE,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_2_S008_C2_T_RHO_2P5_DOSE_MATCHED_TAPER,CYCLE_2,HELD,DISCOVERY_TIMING_DOSE,S008,247474179,C2_T_RHO_2P5_DOSE_MATCHED_TAPER,RHO_2P5_PERCENT,DOSE_MATCHED_TAPER,CYCLE_2__RHO_2P5_PERCENT__DOSE_MATCHED_TAPER__NONE__G0PCT,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,,M05,4,200,600000,120;140;150;160;180;200,DISCOVERY_TIMING_DOSE,FORBIDDEN_UNTIL_FINAL_PROTOCOL_FREEZE,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_2_S008_C2_T_RHO_0P5_CONTINUOUS,CYCLE_2,HELD,DISCOVERY_TIMING_DOSE,S008,247474179,C2_T_RHO_0P5_CONTINUOUS,RHO_0P5_PERCENT,CONTINUOUS,CYCLE_2__RHO_0P5_PERCENT__CONTINUOUS__NONE__G0PCT,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,JOB_S008_RHO_0P5_PERCENT_SHARED_PREFIX_SHARED_RHO_0P5_PERCENT_CONTINUOUS_TAPER_PREFIX_E001_140,M10,4,200,120000,120;140;150;160;180;200,DISCOVERY_TIMING_DOSE,FORBIDDEN_UNTIL_FINAL_PROTOCOL_FREEZE,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_2_S008_C2_T_RHO_0P5_SAME_PEAK_TAPER,CYCLE_2,HELD,DISCOVERY_TIMING_DOSE,S008,247474179,C2_T_RHO_0P5_SAME_PEAK_TAPER,RHO_0P5_PERCENT,SAME_PEAK_TAPER,CYCLE_2__RHO_0P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,JOB_S008_RHO_0P5_PERCENT_SHARED_PREFIX_SHARED_RHO_0P5_PERCENT_CONTINUOUS_TAPER_PREFIX_E001_140,M10,4,200,90000,120;140;150;160;180;200,DISCOVERY_TIMING_DOSE,FORBIDDEN_UNTIL_FINAL_PROTOCOL_FREEZE,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_2_S008_C2_T_RHO_0P5_DOSE_MATCHED_TAPER,CYCLE_2,HELD,DISCOVERY_TIMING_DOSE,S008,247474179,C2_T_RHO_0P5_DOSE_MATCHED_TAPER,RHO_0P5_PERCENT,DOSE_MATCHED_TAPER,CYCLE_2__RHO_0P5_PERCENT__DOSE_MATCHED_TAPER__NONE__G0PCT,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,,M03,4,200,120000,120;140;150;160;180;200,DISCOVERY_TIMING_DOSE,FORBIDDEN_UNTIL_FINAL_PROTOCOL_FREEZE,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_2_S008_C2_T_RHO_1P0_CONTINUOUS,CYCLE_2,HELD,DISCOVERY_TIMING_DOSE,S008,247474179,C2_T_RHO_1P0_CONTINUOUS,RHO_1P0_PERCENT,CONTINUOUS,CYCLE_2__RHO_1P0_PERCENT__CONTINUOUS__NONE__G0PCT,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,JOB_S008_RHO_1P0_PERCENT_SHARED_PREFIX_SHARED_RHO_1P0_PERCENT_CONTINUOUS_TAPER_PREFIX_E001_140,M01,4,200,240000,120;140;150;160;180;200,DISCOVERY_TIMING_DOSE,FORBIDDEN_UNTIL_FINAL_PROTOCOL_FREEZE,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_2_S008_C2_T_RHO_1P0_SAME_PEAK_TAPER,CYCLE_2,HELD,DISCOVERY_TIMING_DOSE,S008,247474179,C2_T_RHO_1P0_SAME_PEAK_TAPER,RHO_1P0_PERCENT,SAME_PEAK_TAPER,CYCLE_2__RHO_1P0_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,JOB_S008_RHO_1P0_PERCENT_SHARED_PREFIX_SHARED_RHO_1P0_PERCENT_CONTINUOUS_TAPER_PREFIX_E001_140,M01,4,200,180000,120;140;150;160;180;200,DISCOVERY_TIMING_DOSE,FORBIDDEN_UNTIL_FINAL_PROTOCOL_FREEZE,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
CYCLE_2_S008_C2_T_RHO_1P0_DOSE_MATCHED_TAPER,CYCLE_2,HELD,DISCOVERY_TIMING_DOSE,S008,247474179,C2_T_RHO_1P0_DOSE_MATCHED_TAPER,RHO_1P0_PERCENT,DOSE_MATCHED_TAPER,CYCLE_2__RHO_1P0_PERCENT__DOSE_MATCHED_TAPER__NONE__G0PCT,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,,M04,4,200,240000,120;140;150;160;180;200,DISCOVERY_TIMING_DOSE,FORBIDDEN_UNTIL_FINAL_PROTOCOL_FREEZE,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E
