reading_rank,selection_role,paper_id,queue_id,title,source_action,artifact_role,url,destination,source_authority,resolution_reason,broad_source_path,broad_source_format,primary_url,full_text_url,doi,screened_credit
92,PRIMARY,P0351,RG574AFCCAFAAC5BE7,Provable Data Subset Selection For Efficient Neural Network Training,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0351.html,HTML,https://doi.org/10.48550/arxiv.2303.05151,NOT_REPORTED_BY_SOURCE,10.48550/arxiv.2303.05151,NOT_ASSESSED_AT_BROAD_LEVEL
93,PRIMARY,P0013,RGE2217F5FC7A86FF6,Rethinking Experience Replay: a Bag of Tricks for Continual Learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0013.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0013.pdf,PDF,https://doi.org/10.1109/icpr48806.2021.9412614,http://hdl.handle.net/11380/1211822,10.1109/icpr48806.2021.9412614;10.48550/arxiv.2010.05595,NOT_ASSESSED_AT_BROAD_LEVEL
94,PRIMARY,P0039,RG3A00725F7CADC3A2,Early-Learning Regularization Prevents Memorization of Noisy Labels,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0039.html,HTML,https://doi.org/10.48550/arxiv.2007.00151,NOT_REPORTED_BY_SOURCE,10.48550/arxiv.2007.00151,NOT_ASSESSED_AT_BROAD_LEVEL
95,PRIMARY,P0453,RG459DB09351F2B253,A Spatial-Spectral Disagreement-Based Sample Selection With an Application to Hyperspectral Data Classification,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0453.html,HTML,https://doi.org/10.1109/lgrs.2018.2868862,NOT_REPORTED_BY_SOURCE,10.1109/lgrs.2018.2868862,NOT_ASSESSED_AT_BROAD_LEVEL
96,PRIMARY,P0056,RG0BE6AC1A963C79BD,PADP: progressive and adaptive data pruning for efficient incremental learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0056.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0056.pdf,PDF,https://doi.org/10.1038/s41598-026-43959-x,https://www.nature.com/articles/s41598-026-43959-x_reference.pdf,10.1038/s41598-026-43959-x,NOT_ASSESSED_AT_BROAD_LEVEL
97,PRIMARY,P0300,RG2EEE50021E0C9BD8,Exploring Learning Complexity for Efficient Downstream Dataset Pruning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0300.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0300.pdf,PDF,http://arxiv.org/abs/2402.05356,https://arxiv.org/pdf/2402.05356,10.48550/arxiv.2402.05356,NOT_ASSESSED_AT_BROAD_LEVEL
98,PRIMARY,P0479,RG96ED71161DE9A09A,Cross-Platform Chinese Offensive Comment Detection via Dual-Threshold Hard Example Mining,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0479.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0479.pdf,PDF,https://arxiv.org/abs/2606.27629,https://arxiv.org/pdf/2606.27629,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
99,PRIMARY,P0196,RGAD81DA55921F8FC7,Uncertainty-Aware Learning against Label Noise on Imbalanced Datasets,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0196.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0196.pdf,PDF,https://doi.org/10.1609/aaai.v36i6.20654,https://ojs.aaai.org/index.php/AAAI/article/download/20654/20413,10.1609/aaai.v36i6.20654,NOT_ASSESSED_AT_BROAD_LEVEL
100,PRIMARY,P0307,RG1C4E771B353938DC,Task-moment mismatch: diagnosing failures of coverage-based methods on heavy-tailed distributions in coreset selection,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0307.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0307.pdf,PDF,https://doi.org/10.1038/s41598-026-64763-7,https://www.nature.com/articles/s41598-026-64763-7_reference.pdf,10.1038/s41598-026-64763-7,NOT_ASSESSED_AT_BROAD_LEVEL
101,PRIMARY,P0200,RGFDF366471074E7BB,DeepCore: A Comprehensive Library for Coreset Selection in Deep Learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0200.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0200.pdf,PDF,http://arxiv.org/abs/2204.08499,https://arxiv.org/pdf/2204.08499,10.48550/arxiv.2204.08499,NOT_ASSESSED_AT_BROAD_LEVEL
102,PRIMARY,P0047,RG0769FEADDE630325,Meta-Guided Sample Reweighting for Robust Cross-Modal Hashing Retrieval with Noisy Labels,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0047.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0047.pdf,PDF,https://doi.org/10.1609/aaai.v40i11.37894,https://ojs.aaai.org/index.php/AAAI/article/download/37894/41856,10.1609/aaai.v40i11.37894,NOT_ASSESSED_AT_BROAD_LEVEL
103,PRIMARY,P0428,RG6015B6F785C98A08,BERT on a Data Diet: Finding Important Examples by Gradient-Based Pruning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0428.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0428.pdf,PDF,http://arxiv.org/abs/2211.05610,https://arxiv.org/pdf/2211.05610,10.48550/arxiv.2211.05610,NOT_ASSESSED_AT_BROAD_LEVEL
104,PRIMARY,P0408,RG0CB4F3D25D7EA722,On the Impact of Labeled Sample Selection in Semisupervised Learning for Complex Visual Recognition Tasks,ACQUIRE_DIRECT_PDF,METHOD_SOURCE,https://downloads.hindawi.com/journals/complexity/2018/6531203.pdf,sources/screened_method_anchor_complete_v3/P0408.pdf,AUTHOR_HOSTED,DISCOVERY_METADATA_HAS_DIRECT_PDF_URL,sources/P0408.html,HTML,https://doi.org/10.1155/2018/6531203,http://downloads.hindawi.com/journals/complexity/2018/6531203.pdf,10.1155/2018/6531203,NOT_ASSESSED_AT_BROAD_LEVEL
105,PRIMARY,P0077,RG5D59B73A0DF7E734,Training data selection based on context-dependent state matching,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0077.html,HTML,https://doi.org/10.1109/icassp.2014.6854214,NOT_REPORTED_BY_SOURCE,10.1109/icassp.2014.6854214,NOT_ASSESSED_AT_BROAD_LEVEL
106,PRIMARY,P0156,RGC2403EE662227193,Utility-Diversity Aware Online Batch Selection for LLM Supervised Fine-tuning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0156.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0156.pdf,PDF,https://arxiv.org/abs/2510.16882,https://arxiv.org/pdf/2510.16882,10.48550/arxiv.2510.16882,NOT_ASSESSED_AT_BROAD_LEVEL
107,PRIMARY,P0322,RGB2460D62DC9DC736,Improved Multi-Person 2D Human Pose Estimation Using Attention Mechanisms and Hard Example Mining,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0322.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0322.pdf,PDF,https://doi.org/10.3390/su151813363,https://www.mdpi.com/2071-1050/15/18/13363/pdf?version=1693998733,10.3390/su151813363,NOT_ASSESSED_AT_BROAD_LEVEL
108,PRIMARY,P0070,RG8F4CA52D1643E164,UNSEEN: Enhancing Dataset Pruning from a Generalization Perspective,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,FULL_TEXT_FIELD_IS_LANDING_PAGE,sources/P0070.html,HTML,https://doi.org/10.1609/aaai.v40i32.39938,https://doi.org/10.1609/aaai.v40i32.39938,10.1609/aaai.v40i32.39938;10.48448/4npn-ge26;10.48550/arxiv.2511.12988,NOT_ASSESSED_AT_BROAD_LEVEL
109,PRIMARY,P0338,RG5C56B91F2CBCA991,An Empirical Study of Training Data Selection Methods for Ranking-Oriented Cross-Project Defect Prediction,ACQUIRE_DIRECT_PDF,METHOD_SOURCE,https://www.mdpi.com/1424-8220/21/22/7535/pdf?version=1637009148,sources/screened_method_anchor_complete_v3/P0338.pdf,PRIMARY_PUBLISHER,DISCOVERY_METADATA_HAS_DIRECT_PDF_URL,sources/P0338.html,HTML,https://doi.org/10.3390/s21227535,https://www.mdpi.com/1424-8220/21/22/7535/pdf?version=1637009148,10.3390/s21227535,NOT_ASSESSED_AT_BROAD_LEVEL
110,PRIMARY,P0431,RGFD39318508B5326A,Data-Efficient Training by Evolved Sampling,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0431.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0431.pdf,PDF,https://openreview.net/forum?id=pzCzqFdHd3,https://openreview.net/pdf?id=pzCzqFdHd3,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
111,PRIMARY,P0145,RGCD2D2100BA9A77FD,Identifying Mislabeled Data using the Area Under the Margin Ranking,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0145.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0145.pdf,PDF,http://arxiv.org/abs/2001.10528,https://arxiv.org/pdf/2001.10528,10.48550/arxiv.2001.10528,NOT_ASSESSED_AT_BROAD_LEVEL
112,PRIMARY,P0493,RG10C9223511FCF3E2,Stratified Sampling Based Experience Replay for Efficient Camera Selection Decisions,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0493.html,HTML,https://doi.org/10.1109/bigmm50055.2020.00029,NOT_REPORTED_BY_SOURCE,10.1109/bigmm50055.2020.00029,NOT_ASSESSED_AT_BROAD_LEVEL
113,PRIMARY,P0340,RGBF50D1FDD58BCFE5,A Structural SVM Based Approach for Optimizing Partial AUC,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0340.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0340.pdf,PDF,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.422.1875,NOT_REPORTED_BY_SOURCE,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
114,PRIMARY,P0278,RG89B377D5C9F39EEF,Balanced Self-Paced Learning for Generative Adversarial Clustering Network,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0278.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0278.pdf,PDF,https://doi.org/10.1109/cvpr.2019.00452,NOT_REPORTED_BY_SOURCE,10.1109/cvpr.2019.00452,NOT_ASSESSED_AT_BROAD_LEVEL
115,PRIMARY,P0147,RGE356A967323D3A6B,Training data selection method for prediction of anticancer drug effects using a genetic algorithm with local search,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0147.html,HTML,https://doi.org/10.1109/iembs.2011.6089868,NOT_REPORTED_BY_SOURCE,10.1109/iembs.2011.6089868,NOT_ASSESSED_AT_BROAD_LEVEL
116,PRIMARY,P0332,RG71683BA492244734,Robust Semi-Supervised Classification for Noisy Labels Based on Self-Paced Learning,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0332.html,HTML,https://doi.org/10.1109/lsp.2016.2619352,NOT_REPORTED_BY_SOURCE,10.1109/lsp.2016.2619352,NOT_ASSESSED_AT_BROAD_LEVEL
117,PRIMARY,P0298,RGDF7060DDA7EB2B77,Cram Less to Fit More: Training Data Pruning Improves Memorization of Facts,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0298.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0298.pdf,PDF,http://arxiv.org/abs/2604.08519,https://arxiv.org/pdf/2604.08519,10.48550/arxiv.2604.08519,NOT_ASSESSED_AT_BROAD_LEVEL
118,PRIMARY,P0486,RG2BAD4785250C261A,Efficient Active Learning for Image Classification and Segmentation\n using a Sample Selection and Conditional Generative Adversarial Network,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0486.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0486.pdf,PDF,http://arxiv.org/abs/1806.05473,https://arxiv.org/pdf/1806.05473,10.48550/arxiv.1806.05473,NOT_ASSESSED_AT_BROAD_LEVEL
119,PRIMARY,P0208,RG2855429B4B6928E6,PASS: Peer-Agreement based Sample Selection for training with Noisy Labels,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0208.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0208.pdf,PDF,http://arxiv.org/abs/2303.10802,https://arxiv.org/pdf/2303.10802,10.48550/arxiv.2303.10802,NOT_ASSESSED_AT_BROAD_LEVEL
120,PRIMARY,P0432,RG9EAD59A39BFB6ED2,Asymmetric Co-teaching with Multi-view Consensus for Noisy Label Learning,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0432.html,HTML,https://doi.org/10.48550/arxiv.2301.01143,NOT_REPORTED_BY_SOURCE,10.48550/arxiv.2301.01143,NOT_ASSESSED_AT_BROAD_LEVEL
121,PRIMARY,P0295,RG0B03E874F7773B58,Enhancing Sample Selection Against Label Noise by Cutting Mislabeled Easy Examples,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0295.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0295.pdf,PDF,http://arxiv.org/abs/2502.08227,https://arxiv.org/pdf/2502.08227,10.48550/arxiv.2502.08227,NOT_ASSESSED_AT_BROAD_LEVEL
122,PRIMARY,P0142,RG9C9AD73F23D54116,Learn the Time to Learn: Replay Scheduling in Continual Learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0142.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0142.pdf,PDF,http://arxiv.org/abs/2209.08660,https://arxiv.org/pdf/2209.08660,10.48550/arxiv.2209.08660,NOT_ASSESSED_AT_BROAD_LEVEL
123,PRIMARY,P0434,RG0BFC640E71C90A19,RS-Prune: Training-Free Data Pruning at High Ratios for Efficient Remote Sensing Diffusion Foundation Models,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0434.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0434.pdf,PDF,http://arxiv.org/abs/2512.23239,https://arxiv.org/pdf/2512.23239,10.48550/arxiv.2512.23239,NOT_ASSESSED_AT_BROAD_LEVEL
124,PRIMARY,P0045,RGC0B67CDA0E35322D,Task-Free Continual Learning via Online Discrepancy Distance Learning,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0045.html,HTML,https://doi.org/10.48550/arxiv.2210.06579,NOT_REPORTED_BY_SOURCE,10.48550/arxiv.2210.06579,NOT_ASSESSED_AT_BROAD_LEVEL
125,PRIMARY,P0438,RG7847EF6B0844A898,Training data selection for event classification in a highly variable environment,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0438.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0438.pdf,PDF,https://doi.org/10.1117/12.2617153,https://www.osti.gov/servlets/purl/1909106,10.1117/12.2617153,NOT_ASSESSED_AT_BROAD_LEVEL
126,PRIMARY,P0067,RGDF86884201588E4B,Adaptive Ranking-based Sample Selection for Weakly Supervised Class-imbalanced Text Classification,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0067.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0067.pdf,PDF,https://doi.org/10.18653/v1/2022.findings-emnlp.119,https://aclanthology.org/2022.findings-emnlp.119.pdf,10.18653/v1/2022.findings-emnlp.119,NOT_ASSESSED_AT_BROAD_LEVEL
127,PRIMARY,P0009,RGD6236EB3C8AFB0E1,Open-set Label Noise Can Improve Robustness Against Inherent Label Noise,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0009.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0009.pdf,PDF,http://arxiv.org/abs/2106.10891,https://arxiv.org/pdf/2106.10891,10.48550/arxiv.2106.10891,NOT_ASSESSED_AT_BROAD_LEVEL
128,PRIMARY,P0219,RG56615FA7D8FA8F4B,Adversarial training with informed data selection,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,FULL_TEXT_FIELD_IS_LANDING_PAGE,sources/P0219.html,HTML,https://doi.org/10.23919/eusipco55093.2022.9909845,https://infoscience.epfl.ch/handle/20.500.14299/195161,10.23919/eusipco55093.2022.9909845,NOT_ASSESSED_AT_BROAD_LEVEL
129,PRIMARY,P0385,RGF147AD9F6C4CEE25,Adaptive Dataset Pruning Based on Spatiotemporal Characteristics,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0385.html,HTML,https://doi.org/10.1109/dlcv65218.2025.11088493,NOT_REPORTED_BY_SOURCE,10.1109/dlcv65218.2025.11088493,NOT_ASSESSED_AT_BROAD_LEVEL
130,PRIMARY,P0155,RG94907AB49BBE2A6B,\emph{FoQuS}: A Forgetting-Quality Coreset Selection Framework for Automatic Modulation Recognition,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0155.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0155.pdf,PDF,http://arxiv.org/abs/2509.08300,https://arxiv.org/pdf/2509.08300,10.48550/arxiv.2509.08300,NOT_ASSESSED_AT_BROAD_LEVEL
131,PRIMARY,P0297,RG7BE3267C80F9E0C0,Open set label noise learning with robust sample selection and margin-guided module,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0297.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0297.pdf,PDF,http://arxiv.org/abs/2501.04269,https://arxiv.org/pdf/2501.04269,10.48550/arxiv.2501.04269,NOT_ASSESSED_AT_BROAD_LEVEL
132,PRIMARY,P0365,RG062691A4D7811C1A,IdentifyMix: An efficient two-stage learning approach to combating label noise,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0365.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0365.pdf,PDF,http://dx.doi.org/10.23952/jano.5.2023.2.04,http://jano.biemdas.com/issues/JANO2023-2-4.pdf,10.23952/jano.5.2023.2.04,NOT_ASSESSED_AT_BROAD_LEVEL
133,PRIMARY,P0368,RGB1222548ED2D583A,Batch-level Experience Replay with Review for Continual Learning,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0368.html,HTML,https://doi.org/10.48550/arxiv.2007.05683,NOT_REPORTED_BY_SOURCE,10.48550/arxiv.2007.05683,NOT_ASSESSED_AT_BROAD_LEVEL
134,PRIMARY,P0393,RG33CEC9E185CAB661,Data Banzhaf: A Robust Data Valuation Framework for Machine Learning,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0393.html,HTML,https://doi.org/10.48550/arxiv.2205.15466,NOT_REPORTED_BY_SOURCE,10.48550/arxiv.2205.15466,NOT_ASSESSED_AT_BROAD_LEVEL
135,PRIMARY,P0303,RG53B5FDE56BE3AE5E,Hard Example Mining-based Training Strategy for Pointly-Supervised Instance Segmentation,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0303.html,HTML,https://doi.org/10.1109/icicml60161.2023.10424879,NOT_REPORTED_BY_SOURCE,10.1109/icicml60161.2023.10424879,NOT_ASSESSED_AT_BROAD_LEVEL
136,PRIMARY,P0470,RG89CDA19BD25B4468,Feature Distribution Matching by Optimal Transport for Effective and Robust Coreset Selection,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0470.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0470.pdf,PDF,https://doi.org/10.1609/aaai.v38i8.28771,NOT_REPORTED_BY_SOURCE,10.1609/aaai.v38i8.28771,NOT_ASSESSED_AT_BROAD_LEVEL
137,PRIMARY,P0403,RGA3E1389D0D48A1E1,Selecting Samples on Graphs: A Unified Dataset Pruning Framework for Lossless Training Acceleration,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0403.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0403.pdf,PDF,https://arxiv.org/abs/2606.12913,https://arxiv.org/pdf/2606.12913,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
