reading_rank,selection_role,paper_id,queue_id,canonical_work_id,title,quota_rq,secondary_rqs,directness,relevance_class,effect_relation,selection_phase,tie_break_key,broad_source_path,broad_source_format,broad_source_sha256,broad_source_bytes,method_source_path,method_source_format,method_source_sha256,method_source_bytes,method_source_origin,method_source_authority,method_source_url,method_source_receipt_path,method_source_status,screened_credit
152,PRIMARY,P0296,RG85BA219CE2F60FA9,CW1014EDD895705BA5032C,FUSION: Dataset Pruning via Fusing Uncertainty with Structural Information for Optimal Neural Training in Crystal Property Prediction,RQ3,RQ2;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,7575E2C5160FFB33E2050BEE25B53B64C5D5B1682DE983CD97451681B970C27D,sources/P0296.pdf,PDF,754F406A19A015F0A02CFCF61F7A82CC5B7C4918C6920D9482D2CF3889077F4A,713265,sources/P0296.pdf,PDF,754F406A19A015F0A02CFCF61F7A82CC5B7C4918C6920D9482D2CF3889077F4A,713265,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
153,PRIMARY,P0226,RG01DD1491E9D9A923,CWFF50A03E32DACC52550C,An analytical theory of curriculum learning in teacher–student networks*,RQ2,RQ1;RQ6;RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,762DE6341AEF22FC347FBDDDCCFB15B5499A683C22D40FC3FEA314DF08865C5E,sources/P0226.pdf,PDF,808BE4A127D1B6FC8414D44804866113F3482BFB711B84CAE312F17E540A9286,1566192,sources/P0226.pdf,PDF,808BE4A127D1B6FC8414D44804866113F3482BFB711B84CAE312F17E540A9286,1566192,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
154,PRIMARY,P0078,RGB20F30EECB4050E3,CWE3572132FC6F3DC7C5F1,Concept Influence: Leveraging Interpretability to Improve Performance and Efficiency in Training Data Attribution,RQ4,RQ3;RQ6,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,765BC406899AA9257A8CC9D106E7EBF380A29FBB07E5AB92485F3FB20CFD9708,sources/P0078.pdf,PDF,5EA3B3D77EBAA902E353078E18BA51FE293815806C6D225451096D8FEC9F75BC,12217941,sources/P0078.pdf,PDF,5EA3B3D77EBAA902E353078E18BA51FE293815806C6D225451096D8FEC9F75BC,12217941,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
155,PRIMARY,P0107,RG610B67D24BB539BC,CW639D1D859D71A3AD55A3,Reinforced Training Data Selection for Domain Adaptation,RQ7,RQ3;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,765D54911DE5DD033589C84F176E94A60835EE9222DDD495BC352BC0EB9D86DA,sources/P0107.pdf,PDF,5336067089A29B2CDBF3E5B41B1A0788D60A2B8F8F9DD72EF4D0068C740D471E,3647703,sources/P0107.pdf,PDF,5336067089A29B2CDBF3E5B41B1A0788D60A2B8F8F9DD72EF4D0068C740D471E,3647703,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
156,PRIMARY,P0173,RGBB8E4E864A80CC35,CWF8F6623D2632364B5CFB,GRAD-MATCH: Gradient Matching based Data Subset Selection for Efficient Deep Model Training,RQ5,RQ2;RQ3,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,76A85348BDEAC692A4DA21B8C8032E8041F6ECAFFC5EC98166A6FDF86CD81C25,sources/P0173.pdf,PDF,27CA3618BE53A4F5F4F783A48629D2A17C0D7C93FAFE359E6729CBB18879CE79,1120432,sources/P0173.pdf,PDF,27CA3618BE53A4F5F4F783A48629D2A17C0D7C93FAFE359E6729CBB18879CE79,1120432,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
157,PRIMARY,P0264,RGD85FC74B4BBA0C70,CWFB35B6E012E192855E11,PRISM: Self-Pruning Intrinsic Selection Method for Training-Free Multimodal Data Selection,RQ7,RQ4;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,7734355968E03148D5E3C03CC16E880AA46CA69FF9C505E4662B3F4C6E10CF35,sources/P0264.pdf,PDF,7CEB28BD9CD9F60FD2C19339431D6BC4EDFE8C92343F1A76E689EF20B4500457,2627586,sources/P0264.pdf,PDF,7CEB28BD9CD9F60FD2C19339431D6BC4EDFE8C92343F1A76E689EF20B4500457,2627586,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
158,PRIMARY,P0447,RGBF6D4DFEBCE6B0AB,CW6FBAB13E0190173F4E35,"RCAP: Robust, Class-Aware, Probabilistic Dynamic Dataset Pruning",RQ6,RQ1;RQ2;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,776F0BAE44482C3725DE273BE1D2D23F1EE07F30BE6AB55C6576B391FC4F81B0,sources/P0447.pdf,PDF,E7A78C0EF2925144C6C50F93DABDBE1EF9EA0095150D54444989C7C1A4999571,966053,sources/P0447.pdf,PDF,E7A78C0EF2925144C6C50F93DABDBE1EF9EA0095150D54444989C7C1A4999571,966053,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
159,PRIMARY,P0289,RGED1DACF969323F31,CW1C4264F5AD37FAA5A2B2,"Prioritized Training on Points that are Learnable, Worth Learning, and Not Yet Learnt",RQ4,RQ1;RQ2;RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,7797F5F2A25FFCBCCD274779B6D0F1CB568D4B18A739A50D47390A0F4C2EDB8E,sources/P0289.pdf,PDF,0462CCB03E6139A33420CE44C17E51CC6388124F2AE3C285750D564D23405157,1545992,sources/P0289.pdf,PDF,0462CCB03E6139A33420CE44C17E51CC6388124F2AE3C285750D564D23405157,1545992,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
160,PRIMARY,P0497,AX79D4A4F6C4BBCA52,CW79D4A4F6C4BBCA526958,Coresets for Accelerating Incremental Gradient Methods,RQ5,RQ3,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,7A06FA38B561EB72DEF348C3C07F8FF2043ADF6428B56383DEECCDBFE1E36F41,sources/P0497.pdf,PDF,0B1D7D169887B38223BD294EBC6618DE562AAE2D8CACF707A16B6AC626F43819,1635193,sources/P0497.pdf,PDF,0B1D7D169887B38223BD294EBC6618DE562AAE2D8CACF707A16B6AC626F43819,1635193,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
161,PRIMARY,P0346,RGE135141573B076B0,CWD3A985789ECF796B7740,Optimizing Two-Way Partial AUC With an End-to-End Framework,RQ3,RQ8,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,MANDATORY_ANCHOR,7A1D5CDC468C91C7382DEC1A1BC76619FFAC19103C1E5F8074ECC5D19E7C784C,sources/P0346.pdf,PDF,6E2A30F89760272B0783F0017DD7B318BCB265B37DC46C0A8B301D038FBD6127,8837691,sources/P0346.pdf,PDF,6E2A30F89760272B0783F0017DD7B318BCB265B37DC46C0A8B301D038FBD6127,8837691,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
162,PRIMARY,P0381,RGDBAA7DBDB48A47FB,CW7AFBE9CFC8F7F9CB5657,Infusion: Shaping Model Behavior by Editing Training Data via Influence Functions,RQ7,RQ3,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,7AD8C2D48674948C349F85473512FDF0FDDC513AC9F4FA1A6167A41820EF07FB,sources/P0381.pdf,PDF,A2C749C890BAEC749B367E56D35451110E71FA130FBAD7B6F06F6A71BB65DEAC,2504488,sources/P0381.pdf,PDF,A2C749C890BAEC749B367E56D35451110E71FA130FBAD7B6F06F6A71BB65DEAC,2504488,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
163,PRIMARY,P0162,RG78D161AE59566E3E,CW4F0FC9FEC0B07A6A6520,Data Pruning via Moving-one-Sample-out,RQ1,RQ3;RQ4;RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,7DA22B564AA02E26C3BBD65AD6887786A092A763F2CFC1BDF2C6E88A0B59E641,sources/P0162.pdf,PDF,5BBF6D9FE8A3525D6A8DCC9F7E3BF4EA04242B2DF2B555EBDAFEB9BF37726E55,576399,sources/P0162.pdf,PDF,5BBF6D9FE8A3525D6A8DCC9F7E3BF4EA04242B2DF2B555EBDAFEB9BF37726E55,576399,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
164,PRIMARY,P0340,RGBF50D1FDD58BCFE5,CW60DE20FF6EBD0732725C,A Structural SVM Based Approach for Optimizing Partial AUC,RQ8,NOT_APPLICABLE_WITH_REASON:no secondary RQ,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,MANDATORY_ANCHOR,7EC5B8E6204882E68FED24B234E6CBAE547CC5D057A1018A4563AB8CBB74B493,sources/P0340.pdf,PDF,3181AD0BD445DEB002F3F3D6C4A415E5FA008F61219A79DE6078856DB84DF51B,258814,sources/P0340.pdf,PDF,3181AD0BD445DEB002F3F3D6C4A415E5FA008F61219A79DE6078856DB84DF51B,258814,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
165,PRIMARY,P0468,RGF22429890132EBC0,CW8F085E8AE91AC7A99214,Self-Paced Learning for Images of Antinuclear Antibodies,RQ1,RQ4;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,7F3F85164D1654D402270A41C757CB3BA738F8B52844C75ED444AA359211286F,sources/P0468.pdf,PDF,8E058ADC271B948C8D0B2BCBF7DA5B9E969CB663747A90878BCD7C3725F656AB,10377214,sources/P0468.pdf,PDF,8E058ADC271B948C8D0B2BCBF7DA5B9E969CB663747A90878BCD7C3725F656AB,10377214,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
166,PRIMARY,P0117,RG29B778F8F0E00D96,CW235E03728908116125B8,PDAC: Efficient Coreset Selection for Continual Learning via Probability Density Awareness,RQ7,RQ3;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,7FEB0267F8CDC6363EE2E6F604D9AE73C1B43F7F8351BF45CF47721546999D19,sources/P0117.pdf,PDF,D8647EB574717CA47D41F43F043ECBA198FF75318A38E16596AED575435BD109,679034,sources/P0117.pdf,PDF,D8647EB574717CA47D41F43F043ECBA198FF75318A38E16596AED575435BD109,679034,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
167,PRIMARY,P0052,RG5B0CE2049303E977,CWF6AD9A4067DBB8C97025,Data Pruning for Efficient Model Pruning in Neural Machine Translation,RQ1,RQ2;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,80F77C2DE3BC682BE48E7A47E653856E595769143A797D6CB16F6F2694A41740,sources/P0052.pdf,PDF,ADE9D39FC6056191DEF902751D2062BC9FBA93162FFB46FBA5F5F5D24612AB24,3867339,sources/P0052.pdf,PDF,ADE9D39FC6056191DEF902751D2062BC9FBA93162FFB46FBA5F5F5D24612AB24,3867339,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
168,PRIMARY,P0394,RG0AB16F1091A59FC7,CWB1960629C316A8721BE4,A Bayesian Information-Theoretic Approach to Data Attribution,RQ5,RQ3;RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,82493609725F3B4150E7277720BD9CBED0D3D1F9F384A1800CB4ABDBB78974EA,sources/P0394.pdf,PDF,AB6166432CA20E07D5BFDF69B9B70A9B4ACB91A916DB3D35185FEBAF45BB523A,1717287,sources/P0394.pdf,PDF,AB6166432CA20E07D5BFDF69B9B70A9B4ACB91A916DB3D35185FEBAF45BB523A,1717287,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
169,PRIMARY,P0212,RG124AE52E7CF3D6B2,CW07E837464CFD6AB1AA3B,Constraint-Data-Value-Maximization: Utilizing Data Attribution for Effective Data Pruning in Low-Data Environments,RQ7,RQ2;RQ3;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,850E29836C45EE9D9EA9878A2B51EFA1959D58748DA65F8407D862F51A38157A,sources/P0212.pdf,PDF,644A5100485E3B383C37633805660B8554BFCE41CC8B87D4C2D457226D62C4FE,1071122,sources/P0212.pdf,PDF,644A5100485E3B383C37633805660B8554BFCE41CC8B87D4C2D457226D62C4FE,1071122,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
170,PRIMARY,P0375,RGD03969E6690B5159,CWF5618C76FE3CA74D33B8,An Empirical Exploration of Curriculum Learning for Neural Machine Translation,RQ1,RQ6;RQ7,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,NULL_NEGATIVE,RQ_MINIMUM,856AA92C8E49269A2B35EF4208A3032402CE229C174ECCA2D639E4BE994E75D8,sources/P0375.pdf,PDF,02D47300882D70BC4CAE7B27ECAF2BBFFF5B042A817FEA49FCB0D7423AE07A2A,729913,sources/P0375.pdf,PDF,02D47300882D70BC4CAE7B27ECAF2BBFFF5B042A817FEA49FCB0D7423AE07A2A,729913,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
171,PRIMARY,P0270,RG881E24A52F6F6658,CW9E47E2A3E9C2567C7BE0,How does Early Stopping Help Generalization against Label Noise?,RQ1,RQ4;RQ6,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,88F45FEFB1EC9693E040CD56D997A98E0FDD7D1BF038E0843AB58E8D4B5E3EAD,sources/P0270.pdf,PDF,6A66DEC273A5E271E35EC020032DEC9D2C0B955D1671E688C7236FF2CD735368,1045398,sources/P0270.pdf,PDF,6A66DEC273A5E271E35EC020032DEC9D2C0B955D1671E688C7236FF2CD735368,1045398,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
172,PRIMARY,P0249,RG8C763C55DBD85090,CW0FB8A339D5458F527CF3,In-the-Wild Model Organisms: Mitigating Undesirable Emergent Behaviors in Production LLM Post-Training via Data Attribution,RQ8,RQ3;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,89AA82CC386D034872211E5FE239871870CFB9FD8A25FB2721B375D528A8B907,sources/P0249.pdf,PDF,55EA5BAA54DA3DF77A2C480B5AFD0A9E49DECC26CB55A40F190F4FF6D6125F83,2620172,sources/P0249.pdf,PDF,55EA5BAA54DA3DF77A2C480B5AFD0A9E49DECC26CB55A40F190F4FF6D6125F83,2620172,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
173,PRIMARY,P0301,RG69103EC78B06925C,CW70793D929B7407532A23,On Training Data Influence of GPT Models,RQ7,RQ3,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,89C912D19FCD949F1881B2674166A15A4C9DB5DDF061EB4FB81359DB2011BACF,sources/P0301.pdf,PDF,6B2FE9183271C1F7B6FB58B9E11123BC7471A1FF36B27AE659E6699B151C829C,3112806,sources/P0301.pdf,PDF,6B2FE9183271C1F7B6FB58B9E11123BC7471A1FF36B27AE659E6699B151C829C,3112806,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
174,PRIMARY,P0402,RG23777DF75AF056AE,CWAEC0D9840DD20625A997,D2 Pruning: Message Passing for Balancing Diversity and Difficulty in Data Pruning,RQ2,RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,89E7030536B91D27808F5637E68ABD13CC38AA13543E62EC8F40ABE7FEBEB02D,sources/P0402.pdf,PDF,B8CD6E1E680EC7D566C2688D007B226E2C6137BD8A298CC53A6497F6083355C1,16883068,sources/P0402.pdf,PDF,B8CD6E1E680EC7D566C2688D007B226E2C6137BD8A298CC53A6497F6083355C1,16883068,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
175,PRIMARY,P0050,RGFAAC8BB358F58FF9,CWF17C6BED9EE1843630C7,Leveraging Peer-Informed Label Consistency for Robust Graph Neural Networks with Noisy Labels,RQ4,RQ1,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,8AE862515DB62D9A3B8A880ECAB67042DEE46853E69C88BBAA0DDD5534E1EFD7,sources/P0050.pdf,PDF,9AC496B82337F71F9E04AFD56A815F790584F4D65BF607EB82B1866CEB546D59,306426,sources/P0050.pdf,PDF,9AC496B82337F71F9E04AFD56A815F790584F4D65BF607EB82B1866CEB546D59,306426,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
176,PRIMARY,P0490,RG519E2DF5743D0F4D,CW0B32C16CAF407F713DCD,Coreset Selection via LLM-based Concept Bottlenecks,RQ5,RQ2,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,8B1EEEB25BC4F6A7C528EF7929505C409EECA105917442409BD06713ED7BB59A,sources/P0490.pdf,PDF,6C603BD5B3662AFB81601224BA21018494526088B83F3175DD466836E9ADE059,5387402,sources/P0490.pdf,PDF,6C603BD5B3662AFB81601224BA21018494526088B83F3175DD466836E9ADE059,5387402,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
177,PRIMARY,P0377,RG6EB3043E42C08BA8,CW03A17809C6D2DDE03410,Remember More by Recalling Less: Investigating the Role of Batch Size in Continual Learning with Experience Replay (Student Abstract),RQ8,RQ5;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,8B37CB50102422CF2002A851F97B3FA1F2FFC2A8872212723D5F1E942483BF07,sources/P0377.pdf,PDF,5AC1F158D9074938CA9624C8262A55B90FBEBB274AD6A58166FA5985DEE2FECC,145065,sources/P0377.pdf,PDF,5AC1F158D9074938CA9624C8262A55B90FBEBB274AD6A58166FA5985DEE2FECC,145065,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
178,PRIMARY,P0425,RG293C4DF454288D8C,CW2082C30BB3BA3B630709,Efficient Diversity-based Experience Replay for Deep Reinforcement Learning,RQ7,RQ5;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,8D31447FCBE355B64C2AC8016026B6F09A1971417993396CB0E50B35427856FD,sources/P0425.pdf,PDF,AFDAA6A9A9FB1D4FB26B90FD396B7F80F953AB78EC36277F208F335447B10280,2066814,sources/P0425.pdf,PDF,AFDAA6A9A9FB1D4FB26B90FD396B7F80F953AB78EC36277F208F335447B10280,2066814,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
179,PRIMARY,P0278,RG89B377D5C9F39EEF,CW3C81365A858BCB076864,Balanced Self-Paced Learning for Generative Adversarial Clustering Network,RQ1,RQ2;RQ5;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,8DA57CDF0DBB5BD00B72FF3EF7ECDC1DE8E3D29F94966DC84A0134B6B5A4841D,sources/P0278.pdf,PDF,4705E7EF4E03AA2E2454540EE7D2A9953A98095283F53764A19AC5B38C70A93B,14243422,sources/P0278.pdf,PDF,4705E7EF4E03AA2E2454540EE7D2A9953A98095283F53764A19AC5B38C70A93B,14243422,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
180,PRIMARY,P0265,RG0A720D1044C91A86,CWC1E53EDE08BE9F858311,Coreset Selection for Object Detection,RQ5,RQ3,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,90F64B4398C15DA52E48A8D69DC24818C3DD0B3D92C0F8B4F487643947D912C2,sources/P0265.pdf,PDF,B83D97E675E6EA51145327183DD32F3C0F5A314C4A6FCD3306F86FF481A5210E,1123964,sources/P0265.pdf,PDF,B83D97E675E6EA51145327183DD32F3C0F5A314C4A6FCD3306F86FF481A5210E,1123964,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
