reading_rank,selection_role,paper_id,queue_id,title,source_action,artifact_role,url,destination,source_authority,resolution_reason,broad_source_path,broad_source_format,method_source_path,method_source_format,method_source_sha256,method_source_bytes,method_source_origin,primary_url,full_text_url,doi,screened_credit
159,PRIMARY,P0289,RGED1DACF969323F31,"Prioritized Training on Points that are Learnable, Worth Learning, and Not Yet Learnt",REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0289.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0289.pdf,PDF,sources/P0289.pdf,PDF,0462CCB03E6139A33420CE44C17E51CC6388124F2AE3C285750D564D23405157,1545992,BROAD_SOURCE,http://arxiv.org/abs/2206.07137,https://arxiv.org/pdf/2206.07137,10.48550/arxiv.2206.07137,NOT_ASSESSED_AT_BROAD_LEVEL
160,PRIMARY,P0497,AX79D4A4F6C4BBCA52,Coresets for Accelerating Incremental Gradient Methods,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0497.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0497.pdf,PDF,sources/P0497.pdf,PDF,0B1D7D169887B38223BD294EBC6618DE562AAE2D8CACF707A16B6AC626F43819,1635193,BROAD_SOURCE,https://openreview.net/forum?id=SygRikHtvS,https://openreview.net/pdf?id=SygRikHtvS,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
161,PRIMARY,P0346,RGE135141573B076B0,Optimizing Two-Way Partial AUC With an End-to-End Framework,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0346.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0346.pdf,PDF,sources/P0346.pdf,PDF,6E2A30F89760272B0783F0017DD7B318BCB265B37DC46C0A8B301D038FBD6127,8837691,BROAD_SOURCE,https://doi.org/10.1109/tpami.2022.3185311,https://arxiv.org/pdf/2206.11655,10.1109/tpami.2022.3185311,NOT_ASSESSED_AT_BROAD_LEVEL
162,PRIMARY,P0381,RGDBAA7DBDB48A47FB,Infusion: Shaping Model Behavior by Editing Training Data via Influence Functions,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0381.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0381.pdf,PDF,sources/P0381.pdf,PDF,A2C749C890BAEC749B367E56D35451110E71FA130FBAD7B6F06F6A71BB65DEAC,2504488,BROAD_SOURCE,http://arxiv.org/abs/2602.09987,https://arxiv.org/pdf/2602.09987,10.48550/arxiv.2602.09987,NOT_ASSESSED_AT_BROAD_LEVEL
163,PRIMARY,P0162,RG78D161AE59566E3E,Data Pruning via Moving-one-Sample-out,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0162.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0162.pdf,PDF,sources/P0162.pdf,PDF,5BBF6D9FE8A3525D6A8DCC9F7E3BF4EA04242B2DF2B555EBDAFEB9BF37726E55,576399,BROAD_SOURCE,http://arxiv.org/abs/2310.14664,https://arxiv.org/pdf/2310.14664,10.48550/arxiv.2310.14664,NOT_ASSESSED_AT_BROAD_LEVEL
164,PRIMARY,P0340,RGBF50D1FDD58BCFE5,A Structural SVM Based Approach for Optimizing Partial AUC,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0340.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0340.pdf,PDF,sources/P0340.pdf,PDF,3181AD0BD445DEB002F3F3D6C4A415E5FA008F61219A79DE6078856DB84DF51B,258814,BROAD_SOURCE,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.422.1875,NOT_REPORTED_BY_SOURCE,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
165,PRIMARY,P0468,RGF22429890132EBC0,Self-Paced Learning for Images of Antinuclear Antibodies,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0468.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0468.pdf,PDF,sources/P0468.pdf,PDF,8E058ADC271B948C8D0B2BCBF7DA5B9E969CB663747A90878BCD7C3725F656AB,10377214,BROAD_SOURCE,https://doi.org/10.1109/tmi.2025.3637237,https://arxiv.org/pdf/2511.21519,10.1109/tmi.2025.3637237,NOT_ASSESSED_AT_BROAD_LEVEL
166,PRIMARY,P0117,RG29B778F8F0E00D96,PDAC: Efficient Coreset Selection for Continual Learning via Probability Density Awareness,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0117.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0117.pdf,PDF,sources/P0117.pdf,PDF,D8647EB574717CA47D41F43F043ECBA198FF75318A38E16596AED575435BD109,679034,BROAD_SOURCE,http://arxiv.org/abs/2511.09487,https://arxiv.org/pdf/2511.09487,10.48550/arxiv.2511.09487,NOT_ASSESSED_AT_BROAD_LEVEL
167,PRIMARY,P0052,RG5B0CE2049303E977,Data Pruning for Efficient Model Pruning in Neural Machine Translation,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0052.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0052.pdf,PDF,sources/P0052.pdf,PDF,ADE9D39FC6056191DEF902751D2062BC9FBA93162FFB46FBA5F5F5D24612AB24,3867339,BROAD_SOURCE,https://doi.org/10.18653/v1/2023.findings-emnlp.18,https://aclanthology.org/2023.findings-emnlp.18.pdf,10.18653/v1/2023.findings-emnlp.18,NOT_ASSESSED_AT_BROAD_LEVEL
168,PRIMARY,P0394,RG0AB16F1091A59FC7,A Bayesian Information-Theoretic Approach to Data Attribution,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0394.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0394.pdf,PDF,sources/P0394.pdf,PDF,AB6166432CA20E07D5BFDF69B9B70A9B4ACB91A916DB3D35185FEBAF45BB523A,1717287,BROAD_SOURCE,http://arxiv.org/abs/2604.03858,https://arxiv.org/pdf/2604.03858,10.48550/arxiv.2604.03858,NOT_ASSESSED_AT_BROAD_LEVEL
169,PRIMARY,P0212,RG124AE52E7CF3D6B2,Constraint-Data-Value-Maximization: Utilizing Data Attribution for Effective Data Pruning in Low-Data Environments,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0212.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0212.pdf,PDF,sources/P0212.pdf,PDF,644A5100485E3B383C37633805660B8554BFCE41CC8B87D4C2D457226D62C4FE,1071122,BROAD_SOURCE,https://arxiv.org/abs/2605.11312,https://arxiv.org/pdf/2605.11312,10.48550/arxiv.2605.11312,NOT_ASSESSED_AT_BROAD_LEVEL
170,PRIMARY,P0375,RGD03969E6690B5159,An Empirical Exploration of Curriculum Learning for Neural Machine Translation,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0375.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0375.pdf,PDF,sources/P0375.pdf,PDF,02D47300882D70BC4CAE7B27ECAF2BBFFF5B042A817FEA49FCB0D7423AE07A2A,729913,BROAD_SOURCE,http://arxiv.org/abs/1811.00739,https://arxiv.org/pdf/1811.00739,10.48550/arxiv.1811.00739,NOT_ASSESSED_AT_BROAD_LEVEL
171,PRIMARY,P0270,RG881E24A52F6F6658,How does Early Stopping Help Generalization against Label Noise?,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0270.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0270.pdf,PDF,sources/P0270.pdf,PDF,6A66DEC273A5E271E35EC020032DEC9D2C0B955D1671E688C7236FF2CD735368,1045398,BROAD_SOURCE,http://arxiv.org/abs/1911.08059,https://arxiv.org/pdf/1911.08059,10.48550/arxiv.1911.08059,NOT_ASSESSED_AT_BROAD_LEVEL
172,PRIMARY,P0249,RG8C763C55DBD85090,In-the-Wild Model Organisms: Mitigating Undesirable Emergent Behaviors in Production LLM Post-Training via Data Attribution,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0249.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0249.pdf,PDF,sources/P0249.pdf,PDF,55EA5BAA54DA3DF77A2C480B5AFD0A9E49DECC26CB55A40F190F4FF6D6125F83,2620172,BROAD_SOURCE,http://arxiv.org/abs/2602.11079,https://arxiv.org/pdf/2602.11079,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
173,PRIMARY,P0301,RG69103EC78B06925C,On Training Data Influence of GPT Models,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0301.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0301.pdf,PDF,sources/P0301.pdf,PDF,6B2FE9183271C1F7B6FB58B9E11123BC7471A1FF36B27AE659E6699B151C829C,3112806,BROAD_SOURCE,http://arxiv.org/abs/2404.07840,https://arxiv.org/pdf/2404.07840,10.48550/arxiv.2404.07840,NOT_ASSESSED_AT_BROAD_LEVEL
174,PRIMARY,P0402,RG23777DF75AF056AE,D2 Pruning: Message Passing for Balancing Diversity and Difficulty in Data Pruning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0402.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0402.pdf,PDF,sources/P0402.pdf,PDF,B8CD6E1E680EC7D566C2688D007B226E2C6137BD8A298CC53A6497F6083355C1,16883068,BROAD_SOURCE,https://openreview.net/forum?id=thbtoAkCe9,https://openreview.net/pdf?id=thbtoAkCe9,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
175,PRIMARY,P0050,RGFAAC8BB358F58FF9,Leveraging Peer-Informed Label Consistency for Robust Graph Neural Networks with Noisy Labels,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0050.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0050.pdf,PDF,sources/P0050.pdf,PDF,9AC496B82337F71F9E04AFD56A815F790584F4D65BF607EB82B1866CEB546D59,306426,BROAD_SOURCE,https://doi.org/10.24963/ijcai.2025/623,https://www.ijcai.org/proceedings/2025/0623.pdf,10.24963/ijcai.2025/623,NOT_ASSESSED_AT_BROAD_LEVEL
176,PRIMARY,P0490,RG519E2DF5743D0F4D,Coreset Selection via LLM-based Concept Bottlenecks,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0490.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0490.pdf,PDF,sources/P0490.pdf,PDF,6C603BD5B3662AFB81601224BA21018494526088B83F3175DD466836E9ADE059,5387402,BROAD_SOURCE,http://arxiv.org/abs/2502.16733,https://arxiv.org/pdf/2502.16733,10.48550/arxiv.2502.16733,NOT_ASSESSED_AT_BROAD_LEVEL
177,PRIMARY,P0377,RG6EB3043E42C08BA8,Remember More by Recalling Less: Investigating the Role of Batch Size in Continual Learning with Experience Replay (Student Abstract),REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0377.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0377.pdf,PDF,sources/P0377.pdf,PDF,5AC1F158D9074938CA9624C8262A55B90FBEBB274AD6A58166FA5985DEE2FECC,145065,BROAD_SOURCE,https://doi.org/10.1609/aaai.v35i18.17958,https://ojs.aaai.org/index.php/AAAI/article/download/17958/17763,10.1609/aaai.v35i18.17958,NOT_ASSESSED_AT_BROAD_LEVEL
178,PRIMARY,P0425,RG293C4DF454288D8C,Efficient Diversity-based Experience Replay for Deep Reinforcement Learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0425.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0425.pdf,PDF,sources/P0425.pdf,PDF,AFDAA6A9A9FB1D4FB26B90FD396B7F80F953AB78EC36277F208F335447B10280,2066814,BROAD_SOURCE,https://doi.org/10.24963/ijcai.2025/788,https://www.ijcai.org/proceedings/2025/0788.pdf,10.24963/ijcai.2025/788,NOT_ASSESSED_AT_BROAD_LEVEL
179,PRIMARY,P0278,RG89B377D5C9F39EEF,Balanced Self-Paced Learning for Generative Adversarial Clustering Network,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0278.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0278.pdf,PDF,sources/P0278.pdf,PDF,4705E7EF4E03AA2E2454540EE7D2A9953A98095283F53764A19AC5B38C70A93B,14243422,BROAD_SOURCE,https://doi.org/10.1109/cvpr.2019.00452,NOT_REPORTED_BY_SOURCE,10.1109/cvpr.2019.00452,NOT_ASSESSED_AT_BROAD_LEVEL
180,PRIMARY,P0265,RG0A720D1044C91A86,Coreset Selection for Object Detection,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0265.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0265.pdf,PDF,sources/P0265.pdf,PDF,B83D97E675E6EA51145327183DD32F3C0F5A314C4A6FCD3306F86FF481A5210E,1123964,BROAD_SOURCE,http://arxiv.org/abs/2404.09161,https://arxiv.org/pdf/2404.09161,10.48550/arxiv.2404.09161,NOT_ASSESSED_AT_BROAD_LEVEL
181,PRIMARY,P0203,RGD483F49039D8F1AF,Classification with Asymmetric Label Noise: Consistency and Maximal\n Denoising,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0203.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0203.pdf,PDF,sources/P0203.pdf,PDF,88056C20B008760CFB3A96A6011F87772FBE8963CA02400506A5970D72A9A432,683009,BROAD_SOURCE,http://arxiv.org/abs/1303.1208,https://arxiv.org/pdf/1303.1208,10.48550/arxiv.1303.1208,NOT_ASSESSED_AT_BROAD_LEVEL
182,PRIMARY,P0184,RG6701A4112FBFD660,On The Power of Curriculum Learning in Training Deep Networks,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0184.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0184.pdf,PDF,sources/P0184.pdf,PDF,D08489CEA16D7A9EBA28A4C6A20B56B810B5ECD41B0A7D3A76A90880E2015A79,1212894,BROAD_SOURCE,http://arxiv.org/abs/1904.03626,https://arxiv.org/pdf/1904.03626,10.48550/arxiv.1904.03626,NOT_ASSESSED_AT_BROAD_LEVEL
183,PRIMARY,P0287,RGF8C2039E080FB945,GORACS: Group-level Optimal Transport-guided Coreset Selection for LLM-based Recommender Systems,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0287.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0287.pdf,PDF,sources/P0287.pdf,PDF,657C23561DB53B6DBA48AA35585AD26974A629711FAF5DCB83BAA40078E6B821,1246760,BROAD_SOURCE,http://arxiv.org/abs/2506.04015,https://arxiv.org/pdf/2506.04015,10.48550/arxiv.2506.04015,NOT_ASSESSED_AT_BROAD_LEVEL
184,PRIMARY,P0056,RG0BE6AC1A963C79BD,PADP: progressive and adaptive data pruning for efficient incremental learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0056.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0056.pdf,PDF,sources/P0056.pdf,PDF,654553AED80860E0F4310CE4250711060E17132D9AF09CFD6FEF4B5B3E842B49,2322418,BROAD_SOURCE,https://doi.org/10.1038/s41598-026-43959-x,https://www.nature.com/articles/s41598-026-43959-x_reference.pdf,10.1038/s41598-026-43959-x,NOT_ASSESSED_AT_BROAD_LEVEL
185,PRIMARY,P0034,RG086B83622233D87D,Concept-skill Transferability-based Data Selection for Large Vision-Language Models,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0034.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0034.pdf,PDF,sources/P0034.pdf,PDF,CABA2E46259D3530F9F92A3C157786C5B2C75A62B5D45ABE1142789B4A8D4DC4,4495686,BROAD_SOURCE,https://doi.org/10.18653/v1/2024.emnlp-main.291,https://aclanthology.org/2024.emnlp-main.291.pdf,10.18653/v1/2024.emnlp-main.291;10.48550/arxiv.2406.10995,NOT_ASSESSED_AT_BROAD_LEVEL
186,PRIMARY,P0155,RG94907AB49BBE2A6B,\emph{FoQuS}: A Forgetting-Quality Coreset Selection Framework for Automatic Modulation Recognition,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0155.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0155.pdf,PDF,sources/P0155.pdf,PDF,17232C1705DDE4391DDC94C22C305BE1ECE7E804279F927D20EC542C130EE146,233392,BROAD_SOURCE,http://arxiv.org/abs/2509.08300,https://arxiv.org/pdf/2509.08300,10.48550/arxiv.2509.08300,NOT_ASSESSED_AT_BROAD_LEVEL
187,PRIMARY,P0311,AX9313629F9AEE4C10,BWS: Best Window Selection Based on Sample Scores for Data Pruning across Broad Ranges,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0311.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0311.pdf,PDF,sources/P0311.pdf,PDF,298402A15EC7252BB871E9948CFF856F5C1CE7A9A672273C49B730444C0F6FCB,2265630,BROAD_SOURCE,https://proceedings.mlr.press/v235/choi24c.html,https://proceedings.mlr.press/v235/choi24c/choi24c.pdf,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
188,PRIMARY,P0019,RG2CDE7C7830A93445,Exploring Training Data Attribution under Limited Access Constraints,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0019.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0019.pdf,PDF,sources/P0019.pdf,PDF,EC79332C34B158AC06B8EF372EC1C5F0E460C2BF655AECCD7ABBD07BBDE7E78F,1325382,BROAD_SOURCE,http://arxiv.org/abs/2509.12581,https://arxiv.org/pdf/2509.12581,10.48550/arxiv.2509.12581,NOT_ASSESSED_AT_BROAD_LEVEL
189,PRIMARY,P0472,RG7331055CADB138B9,Training Dynamics for Text Summarization Models,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0472.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0472.pdf,PDF,sources/P0472.pdf,PDF,D8E7E2B8FBABD424BAA3BF91D35F585CBCB0BCFD0E89AF88C008ED9A5A93C829,1441773,BROAD_SOURCE,https://doi.org/10.18653/v1/2022.findings-acl.163,https://aclanthology.org/2022.findings-acl.163.pdf,10.18653/v1/2022.findings-acl.163;10.48550/arxiv.2110.08370,NOT_ASSESSED_AT_BROAD_LEVEL
190,PRIMARY,P0403,RGA3E1389D0D48A1E1,Selecting Samples on Graphs: A Unified Dataset Pruning Framework for Lossless Training Acceleration,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0403.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0403.pdf,PDF,sources/P0403.pdf,PDF,26CE80E8D347340E0055F2BCF061B6B3E29489FC68A85B8D5711E12CC9DA5090,683737,BROAD_SOURCE,https://arxiv.org/abs/2606.12913,https://arxiv.org/pdf/2606.12913,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
191,PRIMARY,P0276,RG7AB127E7FCC79BF3,Understanding and Mitigating the Bias in Sample Selection for Learning with Noisy Labels,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0276.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0276.pdf,PDF,sources/P0276.pdf,PDF,3E832CCDBB4A203A0C2BF614E4E65C5AAE19AB74DD8319FBE4B3E1AB619EDB98,2103106,BROAD_SOURCE,http://arxiv.org/abs/2401.13360,https://arxiv.org/pdf/2401.13360,10.48550/arxiv.2401.13360,NOT_ASSESSED_AT_BROAD_LEVEL
192,PRIMARY,P0413,AXA507196A9C503BF5,Active Learning on a Budget: Opposite Strategies Suit High and Low Budgets,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0413.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0413.pdf,PDF,sources/P0413.pdf,PDF,025914F5C23CAD723682BD4C11E1F4F5892EA70663DFD7B26CBD4363F0ECBDEB,8919055,BROAD_SOURCE,https://proceedings.mlr.press/v162/hacohen22a.html,https://proceedings.mlr.press/v162/hacohen22a/hacohen22a.pdf,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
193,PRIMARY,P0068,RG2A2A999CD9DBC07B,Mechanistic Data Attribution: Tracing the Training Origins of Interpretable LLM Units,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0068.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0068.pdf,PDF,sources/P0068.pdf,PDF,C728E7DC7ED3EE0554C3D54C64B3C0B47BDD204CBACF6198872D069D881BD997,2615305,BROAD_SOURCE,https://doi.org/10.48550/arxiv.2601.21996,https://arxiv.org/pdf/2601.21996,10.48550/arxiv.2601.21996,NOT_ASSESSED_AT_BROAD_LEVEL
194,PRIMARY,P0466,RG83C810FF0195347F,SmallToLarge (S2L): Scalable Data Selection for Fine-tuning Large Language Models by Summarizing Training Trajectories of Small Models,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0466.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0466.pdf,PDF,sources/P0466.pdf,PDF,8A3E1AFB699A9FD961B22BEA7D8B8636ACACAA0DDD5AD29726AA6DA7F54B2746,972829,BROAD_SOURCE,http://arxiv.org/abs/2403.07384,https://arxiv.org/pdf/2403.07384,10.48550/arxiv.2403.07384,NOT_ASSESSED_AT_BROAD_LEVEL
195,PRIMARY,P0095,RGDEB01B6B3033B87C,Multi-Label Noise Robust Collaborative Learning for Remote Sensing Image Classification,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0095.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0095.pdf,PDF,sources/P0095.pdf,PDF,65B87E81995FAF6BF91C62B9A699A245626437E82CE58BBA0C3FCF1676C1646A,2396628,BROAD_SOURCE,https://doi.org/10.1109/tnnls.2022.3209992,https://ieeexplore.ieee.org/ielx7/5962385/6104215/09926002.pdf,10.1109/tnnls.2022.3209992,NOT_ASSESSED_AT_BROAD_LEVEL
