"view_relative_path","smoke_tag","setting","split","class_name","file_name","source_relative_path","source_exists_in_base_dataset","view_size_bytes"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00293553.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00293553.png","train\\Abnormal\\00293553.png","True","119222"
"weighted_hn14_risk_consistency_density\train\Abnormal\00293554.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00293554.png","train\\Abnormal\\00293554.png","True","132303"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00293554.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00293554.png","train\\Abnormal\\00293554.png","True","132303"
"weighted_hn14_risk_consistency_density\train\Abnormal\00293571.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00293571.png","train\\Abnormal\\00293571.png","True","166820"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00293571.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00293571.png","train\\Abnormal\\00293571.png","True","166820"
"weighted_hn14_risk_consistency_density\train\Abnormal\00293603.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00293603.png","train\\Abnormal\\00293603.png","True","168844"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00293603.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00293603.png","train\\Abnormal\\00293603.png","True","168844"
"weighted_hn14_risk_consistency_density\train\Abnormal\00293624.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00293624.png","train\\Abnormal\\00293624.png","True","113789"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00293624.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00293624.png","train\\Abnormal\\00293624.png","True","113789"
"weighted_hn14_risk_consistency_density\train\Abnormal\00293638.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00293638.png","train\\Abnormal\\00293638.png","True","157542"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00293638.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00293638.png","train\\Abnormal\\00293638.png","True","157542"
"weighted_hn14_risk_consistency_density\train\Abnormal\00293639.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00293639.png","train\\Abnormal\\00293639.png","True","139896"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00293639.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00293639.png","train\\Abnormal\\00293639.png","True","139896"
"weighted_hn14_risk_consistency_density\train\Abnormal\00293640.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00293640.png","train\\Abnormal\\00293640.png","True","128760"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00293640.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00293640.png","train\\Abnormal\\00293640.png","True","128760"
"weighted_hn14_risk_consistency_density\train\Abnormal\00293644.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00293644.png","train\\Abnormal\\00293644.png","True","130564"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00293644.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00293644.png","train\\Abnormal\\00293644.png","True","130564"
"weighted_hn14_risk_consistency_density\train\Abnormal\00293647.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00293647.png","train\\Abnormal\\00293647.png","True","136535"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00293647.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00293647.png","train\\Abnormal\\00293647.png","True","136535"
"weighted_hn14_risk_consistency_density\train\Abnormal\00293649.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00293649.png","train\\Abnormal\\00293649.png","True","124299"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00293649.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00293649.png","train\\Abnormal\\00293649.png","True","124299"
"weighted_hn14_risk_consistency_density\train\Abnormal\00293650.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00293650.png","train\\Abnormal\\00293650.png","True","127995"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00293650.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00293650.png","train\\Abnormal\\00293650.png","True","127995"
"weighted_hn14_risk_consistency_density\train\Abnormal\00293654.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00293654.png","train\\Abnormal\\00293654.png","True","143789"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00293654.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00293654.png","train\\Abnormal\\00293654.png","True","143789"
"weighted_hn14_risk_consistency_density\train\Abnormal\00293730.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00293730.png","train\\Abnormal\\00293730.png","True","119491"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00293730.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00293730.png","train\\Abnormal\\00293730.png","True","119491"
"weighted_hn14_risk_consistency_density\train\Abnormal\00293731.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00293731.png","train\\Abnormal\\00293731.png","True","125387"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00293731.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00293731.png","train\\Abnormal\\00293731.png","True","125387"
"weighted_hn14_risk_consistency_density\train\Abnormal\00293733.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00293733.png","train\\Abnormal\\00293733.png","True","135963"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00293733.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00293733.png","train\\Abnormal\\00293733.png","True","135963"
"weighted_hn14_risk_consistency_density\train\Abnormal\00293734.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00293734.png","train\\Abnormal\\00293734.png","True","147492"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00293734.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00293734.png","train\\Abnormal\\00293734.png","True","147492"
"weighted_hn14_risk_consistency_density\train\Abnormal\00293735.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00293735.png","train\\Abnormal\\00293735.png","True","115082"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00293735.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00293735.png","train\\Abnormal\\00293735.png","True","115082"
"weighted_hn14_risk_consistency_density\train\Abnormal\00293736.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00293736.png","train\\Abnormal\\00293736.png","True","117690"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00293736.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00293736.png","train\\Abnormal\\00293736.png","True","117690"
"weighted_hn14_risk_consistency_density\train\Abnormal\00293787.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00293787.png","train\\Abnormal\\00293787.png","True","106370"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00293787.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00293787.png","train\\Abnormal\\00293787.png","True","106370"
"weighted_hn14_risk_consistency_density\train\Abnormal\00293792.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00293792.png","train\\Abnormal\\00293792.png","True","112191"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00293792.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00293792.png","train\\Abnormal\\00293792.png","True","112191"
"weighted_hn14_risk_consistency_density\train\Abnormal\00293814.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00293814.png","train\\Abnormal\\00293814.png","True","169811"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00293814.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00293814.png","train\\Abnormal\\00293814.png","True","169811"
"weighted_hn14_risk_consistency_density\train\Abnormal\00293815.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00293815.png","train\\Abnormal\\00293815.png","True","120973"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00293815.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00293815.png","train\\Abnormal\\00293815.png","True","120973"
"weighted_hn14_risk_consistency_density\train\Abnormal\00293823.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00293823.png","train\\Abnormal\\00293823.png","True","142926"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00293823.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00293823.png","train\\Abnormal\\00293823.png","True","142926"
"weighted_hn14_risk_consistency_density\train\Abnormal\00293961.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00293961.png","train\\Abnormal\\00293961.png","True","125390"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00293961.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00293961.png","train\\Abnormal\\00293961.png","True","125390"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294021.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294021.png","train\\Abnormal\\00294021.png","True","123769"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294021.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294021.png","train\\Abnormal\\00294021.png","True","123769"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294022.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294022.png","train\\Abnormal\\00294022.png","True","133070"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294022.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294022.png","train\\Abnormal\\00294022.png","True","133070"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294023.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294023.png","train\\Abnormal\\00294023.png","True","146819"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294023.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294023.png","train\\Abnormal\\00294023.png","True","146819"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294024.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294024.png","train\\Abnormal\\00294024.png","True","92421"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294024.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294024.png","train\\Abnormal\\00294024.png","True","92421"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294051.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294051.png","train\\Abnormal\\00294051.png","True","130619"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294051.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294051.png","train\\Abnormal\\00294051.png","True","130619"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294076.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294076.png","train\\Abnormal\\00294076.png","True","117303"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294076.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294076.png","train\\Abnormal\\00294076.png","True","117303"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294077.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294077.png","train\\Abnormal\\00294077.png","True","131460"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294077.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294077.png","train\\Abnormal\\00294077.png","True","131460"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294078.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294078.png","train\\Abnormal\\00294078.png","True","133706"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294078.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294078.png","train\\Abnormal\\00294078.png","True","133706"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294090.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294090.png","train\\Abnormal\\00294090.png","True","193234"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294090.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294090.png","train\\Abnormal\\00294090.png","True","193234"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294095.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294095.png","train\\Abnormal\\00294095.png","True","183600"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294095.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294095.png","train\\Abnormal\\00294095.png","True","183600"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294113.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294113.png","train\\Abnormal\\00294113.png","True","156287"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294113.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294113.png","train\\Abnormal\\00294113.png","True","156287"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294115.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294115.png","train\\Abnormal\\00294115.png","True","136355"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294115.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294115.png","train\\Abnormal\\00294115.png","True","136355"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294116.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294116.png","train\\Abnormal\\00294116.png","True","146251"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294116.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294116.png","train\\Abnormal\\00294116.png","True","146251"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294130.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294130.png","train\\Abnormal\\00294130.png","True","121054"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294130.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294130.png","train\\Abnormal\\00294130.png","True","121054"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294131.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294131.png","train\\Abnormal\\00294131.png","True","126768"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294131.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294131.png","train\\Abnormal\\00294131.png","True","126768"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294135.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294135.png","train\\Abnormal\\00294135.png","True","114022"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294135.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294135.png","train\\Abnormal\\00294135.png","True","114022"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294196.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294196.png","train\\Abnormal\\00294196.png","True","131608"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294196.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294196.png","train\\Abnormal\\00294196.png","True","131608"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294231.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294231.png","train\\Abnormal\\00294231.png","True","170272"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294231.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294231.png","train\\Abnormal\\00294231.png","True","170272"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294232.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294232.png","train\\Abnormal\\00294232.png","True","115229"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294232.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294232.png","train\\Abnormal\\00294232.png","True","115229"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294245.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294245.png","train\\Abnormal\\00294245.png","True","166983"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294245.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294245.png","train\\Abnormal\\00294245.png","True","166983"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294277.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294277.png","train\\Abnormal\\00294277.png","True","119143"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294277.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294277.png","train\\Abnormal\\00294277.png","True","119143"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294278.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294278.png","train\\Abnormal\\00294278.png","True","113628"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294278.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294278.png","train\\Abnormal\\00294278.png","True","113628"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294279.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294279.png","train\\Abnormal\\00294279.png","True","134544"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294279.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294279.png","train\\Abnormal\\00294279.png","True","134544"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294283.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294283.png","train\\Abnormal\\00294283.png","True","143271"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294283.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294283.png","train\\Abnormal\\00294283.png","True","143271"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294379.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294379.png","train\\Abnormal\\00294379.png","True","205514"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294379.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294379.png","train\\Abnormal\\00294379.png","True","205514"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294380.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294380.png","train\\Abnormal\\00294380.png","True","201286"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294380.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294380.png","train\\Abnormal\\00294380.png","True","201286"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294381.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294381.png","train\\Abnormal\\00294381.png","True","226721"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294381.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294381.png","train\\Abnormal\\00294381.png","True","226721"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294384.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294384.png","train\\Abnormal\\00294384.png","True","238579"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294384.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294384.png","train\\Abnormal\\00294384.png","True","238579"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294407.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294407.png","train\\Abnormal\\00294407.png","True","180357"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294407.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294407.png","train\\Abnormal\\00294407.png","True","180357"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294409.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294409.png","train\\Abnormal\\00294409.png","True","160725"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294409.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294409.png","train\\Abnormal\\00294409.png","True","160725"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294438.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294438.png","train\\Abnormal\\00294438.png","True","213045"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294438.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294438.png","train\\Abnormal\\00294438.png","True","213045"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294635.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294635.png","train\\Abnormal\\00294635.png","True","204932"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294635.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294635.png","train\\Abnormal\\00294635.png","True","204932"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294739.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294739.png","train\\Abnormal\\00294739.png","True","567628"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294739.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294739.png","train\\Abnormal\\00294739.png","True","567628"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294792.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294792.png","train\\Abnormal\\00294792.png","True","357875"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294792.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294792.png","train\\Abnormal\\00294792.png","True","357875"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294822.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294822.png","train\\Abnormal\\00294822.png","True","429057"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294822.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294822.png","train\\Abnormal\\00294822.png","True","429057"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294828.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294828.png","train\\Abnormal\\00294828.png","True","580344"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294828.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294828.png","train\\Abnormal\\00294828.png","True","580344"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294830.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294830.png","train\\Abnormal\\00294830.png","True","578409"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294830.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294830.png","train\\Abnormal\\00294830.png","True","578409"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294831.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294831.png","train\\Abnormal\\00294831.png","True","575084"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294831.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294831.png","train\\Abnormal\\00294831.png","True","575084"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294841.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294841.png","train\\Abnormal\\00294841.png","True","337043"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294841.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294841.png","train\\Abnormal\\00294841.png","True","337043"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294842.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294842.png","train\\Abnormal\\00294842.png","True","348756"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294842.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294842.png","train\\Abnormal\\00294842.png","True","348756"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294892.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294892.png","train\\Abnormal\\00294892.png","True","207293"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294892.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294892.png","train\\Abnormal\\00294892.png","True","207293"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294894.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294894.png","train\\Abnormal\\00294894.png","True","203219"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294894.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294894.png","train\\Abnormal\\00294894.png","True","203219"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294918.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294918.png","train\\Abnormal\\00294918.png","True","351523"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294918.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294918.png","train\\Abnormal\\00294918.png","True","351523"
"weighted_hn14_risk_consistency_density\train\Abnormal\00294936.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00294936.png","train\\Abnormal\\00294936.png","True","353595"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00294936.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00294936.png","train\\Abnormal\\00294936.png","True","353595"
"weighted_hn14_risk_consistency_density\train\Abnormal\00295114.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00295114.png","train\\Abnormal\\00295114.png","True","129784"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00295114.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00295114.png","train\\Abnormal\\00295114.png","True","129784"
"weighted_hn14_risk_consistency_density\train\Abnormal\00295714.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00295714.png","train\\Abnormal\\00295714.png","True","496787"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00295714.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00295714.png","train\\Abnormal\\00295714.png","True","496787"
"weighted_hn14_risk_consistency_density\train\Abnormal\00295787.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00295787.png","train\\Abnormal\\00295787.png","True","491549"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00295787.png","smoke_a4_3ep","weighted_hn14_risk_consistency_density","train","Abnormal","00295787.png","train\\Abnormal\\00295787.png","True","491549"
"weighted_hn14_risk_consistency_density\train\Abnormal\00295795.png","","weighted_hn14_risk_consistency_density","train","Abnormal","00295795.png","train\\Abnormal\\00295795.png","True","551103"
