"view_relative_path","setting","smoke_tag","split","class_name","file_name","source_relative_path_original","source_relative_path_resolved","resolution_mode","source_exists_in_base_dataset"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00442154.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00442154.png","train\\Abnormal\\00442154.png","train\\Abnormal\\00442154.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00442169.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00442169.png","train\\Abnormal\\00442169.png","train\\Abnormal\\00442169.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00442169.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00442169.png","train\\Abnormal\\00442169.png","train\\Abnormal\\00442169.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00442293.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00442293.png","train\\Abnormal\\00442293.png","train\\Abnormal\\00442293.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00442293.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00442293.png","train\\Abnormal\\00442293.png","train\\Abnormal\\00442293.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00442295.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00442295.png","train\\Abnormal\\00442295.png","train\\Abnormal\\00442295.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00442295.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00442295.png","train\\Abnormal\\00442295.png","train\\Abnormal\\00442295.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00442296.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00442296.png","train\\Abnormal\\00442296.png","train\\Abnormal\\00442296.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00442296.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00442296.png","train\\Abnormal\\00442296.png","train\\Abnormal\\00442296.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00442580.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00442580.png","train\\Abnormal\\00442580.png","train\\Abnormal\\00442580.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00442580.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00442580.png","train\\Abnormal\\00442580.png","train\\Abnormal\\00442580.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00442581.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00442581.png","train\\Abnormal\\00442581.png","train\\Abnormal\\00442581.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00442581.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00442581.png","train\\Abnormal\\00442581.png","train\\Abnormal\\00442581.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00442602.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00442602.png","train\\Abnormal\\00442602.png","train\\Abnormal\\00442602.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00442602.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00442602.png","train\\Abnormal\\00442602.png","train\\Abnormal\\00442602.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00442603.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00442603.png","train\\Abnormal\\00442603.png","train\\Abnormal\\00442603.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00442603.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00442603.png","train\\Abnormal\\00442603.png","train\\Abnormal\\00442603.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00442605.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00442605.png","train\\Abnormal\\00442605.png","train\\Abnormal\\00442605.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00442605.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00442605.png","train\\Abnormal\\00442605.png","train\\Abnormal\\00442605.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00442606.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00442606.png","train\\Abnormal\\00442606.png","train\\Abnormal\\00442606.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00442606.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00442606.png","train\\Abnormal\\00442606.png","train\\Abnormal\\00442606.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00442617.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00442617.png","train\\Abnormal\\00442617.png","train\\Abnormal\\00442617.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00442617.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00442617.png","train\\Abnormal\\00442617.png","train\\Abnormal\\00442617.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00442674.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00442674.png","train\\Abnormal\\00442674.png","train\\Abnormal\\00442674.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00442674.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00442674.png","train\\Abnormal\\00442674.png","train\\Abnormal\\00442674.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00442676.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00442676.png","train\\Abnormal\\00442676.png","train\\Abnormal\\00442676.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00442676.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00442676.png","train\\Abnormal\\00442676.png","train\\Abnormal\\00442676.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00442850.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00442850.png","train\\Abnormal\\00442850.png","train\\Abnormal\\00442850.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00442850.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00442850.png","train\\Abnormal\\00442850.png","train\\Abnormal\\00442850.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00442859.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00442859.png","train\\Abnormal\\00442859.png","train\\Abnormal\\00442859.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00442859.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00442859.png","train\\Abnormal\\00442859.png","train\\Abnormal\\00442859.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00442862.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00442862.png","train\\Abnormal\\00442862.png","train\\Abnormal\\00442862.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00442862.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00442862.png","train\\Abnormal\\00442862.png","train\\Abnormal\\00442862.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00442863.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00442863.png","train\\Abnormal\\00442863.png","train\\Abnormal\\00442863.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00442863.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00442863.png","train\\Abnormal\\00442863.png","train\\Abnormal\\00442863.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00442890.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00442890.png","train\\Abnormal\\00442890.png","train\\Abnormal\\00442890.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00442890.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00442890.png","train\\Abnormal\\00442890.png","train\\Abnormal\\00442890.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00442895.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00442895.png","train\\Abnormal\\00442895.png","train\\Abnormal\\00442895.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00442895.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00442895.png","train\\Abnormal\\00442895.png","train\\Abnormal\\00442895.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00443328.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00443328.png","train\\Abnormal\\00443328.png","train\\Abnormal\\00443328.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00443328.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00443328.png","train\\Abnormal\\00443328.png","train\\Abnormal\\00443328.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00443334.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00443334.png","train\\Abnormal\\00443334.png","train\\Abnormal\\00443334.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00443334.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00443334.png","train\\Abnormal\\00443334.png","train\\Abnormal\\00443334.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00443349.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00443349.png","train\\Abnormal\\00443349.png","train\\Abnormal\\00443349.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00443349.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00443349.png","train\\Abnormal\\00443349.png","train\\Abnormal\\00443349.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00443379.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00443379.png","train\\Abnormal\\00443379.png","train\\Abnormal\\00443379.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00443379.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00443379.png","train\\Abnormal\\00443379.png","train\\Abnormal\\00443379.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00443380.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00443380.png","train\\Abnormal\\00443380.png","train\\Abnormal\\00443380.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00443380.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00443380.png","train\\Abnormal\\00443380.png","train\\Abnormal\\00443380.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00443381.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00443381.png","train\\Abnormal\\00443381.png","train\\Abnormal\\00443381.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00443381.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00443381.png","train\\Abnormal\\00443381.png","train\\Abnormal\\00443381.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00443383.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00443383.png","train\\Abnormal\\00443383.png","train\\Abnormal\\00443383.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00443383.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00443383.png","train\\Abnormal\\00443383.png","train\\Abnormal\\00443383.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00443385.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00443385.png","train\\Abnormal\\00443385.png","train\\Abnormal\\00443385.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00443385.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00443385.png","train\\Abnormal\\00443385.png","train\\Abnormal\\00443385.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00443473.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00443473.png","train\\Abnormal\\00443473.png","train\\Abnormal\\00443473.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00443473.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00443473.png","train\\Abnormal\\00443473.png","train\\Abnormal\\00443473.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00443474.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00443474.png","train\\Abnormal\\00443474.png","train\\Abnormal\\00443474.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00443474.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00443474.png","train\\Abnormal\\00443474.png","train\\Abnormal\\00443474.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00443660.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00443660.png","train\\Abnormal\\00443660.png","train\\Abnormal\\00443660.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00443660.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00443660.png","train\\Abnormal\\00443660.png","train\\Abnormal\\00443660.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00443665.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00443665.png","train\\Abnormal\\00443665.png","train\\Abnormal\\00443665.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00443665.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00443665.png","train\\Abnormal\\00443665.png","train\\Abnormal\\00443665.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00443714.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00443714.png","train\\Abnormal\\00443714.png","train\\Abnormal\\00443714.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00443714.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00443714.png","train\\Abnormal\\00443714.png","train\\Abnormal\\00443714.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00443715.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00443715.png","train\\Abnormal\\00443715.png","train\\Abnormal\\00443715.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00443715.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00443715.png","train\\Abnormal\\00443715.png","train\\Abnormal\\00443715.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00443725.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00443725.png","train\\Abnormal\\00443725.png","train\\Abnormal\\00443725.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00443725.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00443725.png","train\\Abnormal\\00443725.png","train\\Abnormal\\00443725.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00443727.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00443727.png","train\\Abnormal\\00443727.png","train\\Abnormal\\00443727.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00443727.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00443727.png","train\\Abnormal\\00443727.png","train\\Abnormal\\00443727.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00443741.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00443741.png","train\\Abnormal\\00443741.png","train\\Abnormal\\00443741.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00443741.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00443741.png","train\\Abnormal\\00443741.png","train\\Abnormal\\00443741.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00443744.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00443744.png","train\\Abnormal\\00443744.png","train\\Abnormal\\00443744.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00443744.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00443744.png","train\\Abnormal\\00443744.png","train\\Abnormal\\00443744.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00443745.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00443745.png","train\\Abnormal\\00443745.png","train\\Abnormal\\00443745.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00443745.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00443745.png","train\\Abnormal\\00443745.png","train\\Abnormal\\00443745.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00443758.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00443758.png","train\\Abnormal\\00443758.png","train\\Abnormal\\00443758.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00443758.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00443758.png","train\\Abnormal\\00443758.png","train\\Abnormal\\00443758.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00443813.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00443813.png","train\\Abnormal\\00443813.png","train\\Abnormal\\00443813.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00443813.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00443813.png","train\\Abnormal\\00443813.png","train\\Abnormal\\00443813.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00443814.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00443814.png","train\\Abnormal\\00443814.png","train\\Abnormal\\00443814.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00443814.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00443814.png","train\\Abnormal\\00443814.png","train\\Abnormal\\00443814.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00443891.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00443891.png","train\\Abnormal\\00443891.png","train\\Abnormal\\00443891.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00443891.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00443891.png","train\\Abnormal\\00443891.png","train\\Abnormal\\00443891.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00443901.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00443901.png","train\\Abnormal\\00443901.png","train\\Abnormal\\00443901.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00443901.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00443901.png","train\\Abnormal\\00443901.png","train\\Abnormal\\00443901.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00443934.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00443934.png","train\\Abnormal\\00443934.png","train\\Abnormal\\00443934.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00443934.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00443934.png","train\\Abnormal\\00443934.png","train\\Abnormal\\00443934.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00443951.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00443951.png","train\\Abnormal\\00443951.png","train\\Abnormal\\00443951.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00443951.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00443951.png","train\\Abnormal\\00443951.png","train\\Abnormal\\00443951.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00443952.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00443952.png","train\\Abnormal\\00443952.png","train\\Abnormal\\00443952.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00443952.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00443952.png","train\\Abnormal\\00443952.png","train\\Abnormal\\00443952.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00443954.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00443954.png","train\\Abnormal\\00443954.png","train\\Abnormal\\00443954.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00443954.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00443954.png","train\\Abnormal\\00443954.png","train\\Abnormal\\00443954.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00444047.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00444047.png","train\\Abnormal\\00444047.png","train\\Abnormal\\00444047.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00444047.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00444047.png","train\\Abnormal\\00444047.png","train\\Abnormal\\00444047.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00444086.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00444086.png","train\\Abnormal\\00444086.png","train\\Abnormal\\00444086.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00444086.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00444086.png","train\\Abnormal\\00444086.png","train\\Abnormal\\00444086.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00444165.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00444165.png","train\\Abnormal\\00444165.png","train\\Abnormal\\00444165.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00444165.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00444165.png","train\\Abnormal\\00444165.png","train\\Abnormal\\00444165.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00444720.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00444720.png","train\\Abnormal\\00444720.png","train\\Abnormal\\00444720.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00444720.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00444720.png","train\\Abnormal\\00444720.png","train\\Abnormal\\00444720.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00445253.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00445253.png","train\\Abnormal\\00445253.png","train\\Abnormal\\00445253.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00445253.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00445253.png","train\\Abnormal\\00445253.png","train\\Abnormal\\00445253.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00445322.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00445322.png","train\\Abnormal\\00445322.png","train\\Abnormal\\00445322.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00445322.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00445322.png","train\\Abnormal\\00445322.png","train\\Abnormal\\00445322.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00445519.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00445519.png","train\\Abnormal\\00445519.png","train\\Abnormal\\00445519.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00445519.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00445519.png","train\\Abnormal\\00445519.png","train\\Abnormal\\00445519.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00445536.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00445536.png","train\\Abnormal\\00445536.png","train\\Abnormal\\00445536.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00445536.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00445536.png","train\\Abnormal\\00445536.png","train\\Abnormal\\00445536.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00445543.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00445543.png","train\\Abnormal\\00445543.png","train\\Abnormal\\00445543.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00445543.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00445543.png","train\\Abnormal\\00445543.png","train\\Abnormal\\00445543.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00445559.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00445559.png","train\\Abnormal\\00445559.png","train\\Abnormal\\00445559.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00445559.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00445559.png","train\\Abnormal\\00445559.png","train\\Abnormal\\00445559.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00445564.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00445564.png","train\\Abnormal\\00445564.png","train\\Abnormal\\00445564.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00445564.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00445564.png","train\\Abnormal\\00445564.png","train\\Abnormal\\00445564.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00445807.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00445807.png","train\\Abnormal\\00445807.png","train\\Abnormal\\00445807.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00445807.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00445807.png","train\\Abnormal\\00445807.png","train\\Abnormal\\00445807.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00445822.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00445822.png","train\\Abnormal\\00445822.png","train\\Abnormal\\00445822.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00445822.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00445822.png","train\\Abnormal\\00445822.png","train\\Abnormal\\00445822.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00445830.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00445830.png","train\\Abnormal\\00445830.png","train\\Abnormal\\00445830.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00445830.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00445830.png","train\\Abnormal\\00445830.png","train\\Abnormal\\00445830.png","direct","True"
