monitor_rank,monitor_group,monitor_group_rank,sample_id,y_true,oof_fold,dynamic_bucket,oof_mean_p_defect,oof_correct_rate,oof_std_p_defect,group_population_size,sampling_rule
612,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,12,Det/images/train/00220620.png,1,4,possible_noise_or_label_issue,0.002004083,0.0,0.0085702847,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
613,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,13,Det/images/train/00837031.png,1,2,possible_noise_or_label_issue,0.0020248259,0.0,0.0072634084,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
614,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,14,Det/images/train/00334828.png,1,6,possible_noise_or_label_issue,0.0020513843,0.0,0.0036896275,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
615,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,15,Det/images/train/00889724.png,1,9,possible_noise_or_label_issue,0.0020883312,0.0,0.005125547,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
616,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,16,Det/images/train/01021581.png,1,6,possible_noise_or_label_issue,0.0021063747,0.0,0.0056071412,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
617,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,17,Det/images/train/01034366.png,1,7,possible_noise_or_label_issue,0.002192119,0.0,0.0029612597,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
618,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,18,Det/images/train/00852757.png,1,2,possible_noise_or_label_issue,0.0022392776,0.0,0.0052917232,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
619,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,19,Det/images/train/00896910.png,1,7,possible_noise_or_label_issue,0.0023015747,0.0,0.0088513107,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
620,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,20,Det/images/train/00853834.png,1,0,possible_noise_or_label_issue,0.0023210584,0.0,0.0027545842,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
621,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,21,Det/images/train/01161125.png,1,6,possible_noise_or_label_issue,0.0023455226,0.0,0.0028635959,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
622,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,22,Det/images/train/00494197.png,1,5,possible_noise_or_label_issue,0.0025369367,0.0,0.0049702187,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
623,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,23,Det/images/train/01005105.png,1,9,possible_noise_or_label_issue,0.0025819343,0.0,0.0052639602,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
624,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,24,Det/images/train/00877074.png,1,4,possible_noise_or_label_issue,0.0026077076,0.0,0.0044867199,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
625,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,25,Det/images/train/00615958.png,1,1,possible_noise_or_label_issue,0.0026866913,0.0,0.0040927561,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
626,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,26,Det/images/train/00997514.png,1,8,possible_noise_or_label_issue,0.0027695752,0.0,0.0039704156,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
627,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,27,Det/images/train/00488592.png,1,5,possible_noise_or_label_issue,0.0028530164,0.0,0.0053568026,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
628,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,28,Det/images/train/00800035.png,1,5,possible_noise_or_label_issue,0.0029682704,0.0,0.0108553391,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
629,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,29,Det/images/train/00614426.png,1,5,possible_noise_or_label_issue,0.0031464394,0.0,0.006747875,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
630,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,30,Det/images/train/00317374.png,1,4,possible_noise_or_label_issue,0.0031817504,0.0,0.0042974596,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
631,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,31,Det/images/train/00800034.png,1,5,possible_noise_or_label_issue,0.0032491909,0.0,0.0085481154,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
632,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,32,Det/images/train/01064359.png,1,6,possible_noise_or_label_issue,0.003351838,0.0,0.0040304614,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
633,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,33,Det/images/train/01157283.png,1,6,possible_noise_or_label_issue,0.0035198945,0.0,0.0035916512,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
634,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,34,Det/images/train/01244316.png,1,4,possible_noise_or_label_issue,0.0035564249,0.0,0.003273544,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
635,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,35,Det/images/train/01079609.png,1,2,possible_noise_or_label_issue,0.0035896305,0.0,0.0044135866,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
636,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,36,Det/images/train/01019221.png,1,8,possible_noise_or_label_issue,0.0036709546,0.0,0.0083685574,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
637,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,37,Det/images/train/00189301.png,1,2,possible_noise_or_label_issue,0.0037461186,0.0,0.0041158181,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
638,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,38,Det/images/train/01067713.png,1,9,possible_noise_or_label_issue,0.0037538661,0.0,0.0055785824,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
639,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,39,Det/images/train/00853453.png,1,0,possible_noise_or_label_issue,0.0037992755,0.0,0.0044769435,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
640,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,40,Det/images/train/00851492.png,1,1,possible_noise_or_label_issue,0.0038066171,0.0,0.014062942,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
641,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,41,Det/images/train/01244309.png,1,4,possible_noise_or_label_issue,0.003807882,0.0,0.0035692423,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
642,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,42,Det/images/train/00545864.png,1,7,possible_noise_or_label_issue,0.0038665636,0.0,0.0087419414,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
643,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,43,Det/images/train/01004951.png,1,7,possible_noise_or_label_issue,0.0039526451,0.0,0.0057238743,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
644,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,44,Det/images/train/01067699.png,1,9,possible_noise_or_label_issue,0.0040269765,0.0,0.0040436946,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
645,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,45,Det/images/train/00420716.png,1,5,possible_noise_or_label_issue,0.0041105715,0.0,0.0055745811,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
646,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,46,Det/images/train/00227584.png,1,4,possible_noise_or_label_issue,0.0042306871,0.0,0.0059608175,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
647,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,47,Det/images/train/01015688.png,1,3,possible_noise_or_label_issue,0.00430901,0.0,0.0063539653,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
648,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,48,Det/images/train/00640102.png,1,2,possible_noise_or_label_issue,0.0043590435,0.0,0.0054312416,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
649,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,49,Det/images/train/01072277.png,1,3,possible_noise_or_label_issue,0.0043888233,0.0,0.0192368912,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
650,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,50,Det/images/train/00256843.png,1,3,possible_noise_or_label_issue,0.0044501275,0.0,0.0076296938,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
651,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,51,Det/images/train/00275366.png,1,1,possible_noise_or_label_issue,0.0045475628,0.0,0.0071578191,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
652,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,52,Det/images/train/00369733.png,1,3,possible_noise_or_label_issue,0.0046051007,0.0,0.0034168727,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
653,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,53,Det/images/train/01244520.png,1,4,possible_noise_or_label_issue,0.0046144783,0.0,0.002660513,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
654,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,54,Det/images/train/01027129.png,1,8,possible_noise_or_label_issue,0.0046406714,0.0,0.0103668609,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
655,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,55,Det/images/train/00481097.png,1,1,possible_noise_or_label_issue,0.0047741337,0.0,0.0074422027,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
656,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,56,Det/images/train/01051641.png,1,6,possible_noise_or_label_issue,0.0048053198,0.0,0.0080426591,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
657,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,57,Det/images/train/00966764.png,1,7,possible_noise_or_label_issue,0.0050186411,0.0,0.009975321,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
658,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,58,Det/images/train/01138946.png,1,2,possible_noise_or_label_issue,0.0051403287,0.0,0.0112444994,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
659,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,59,Det/images/train/01140866.png,1,0,possible_noise_or_label_issue,0.0052119316,0.0,0.0114994426,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
660,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,60,Det/images/train/01243899.png,1,0,possible_noise_or_label_issue,0.0053126234,0.0,0.0052900587,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
661,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,61,Det/images/train/00257467.png,1,9,possible_noise_or_label_issue,0.0053153527,0.0,0.0067457967,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
662,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,62,Det/images/train/01195855.png,1,3,possible_noise_or_label_issue,0.0053834165,0.0,0.0118376095,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
663,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,63,Det/images/train/01265221.png,1,8,possible_noise_or_label_issue,0.0054231315,0.0,0.0074103987,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
664,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,64,Det/images/train/00915397.png,1,9,possible_noise_or_label_issue,0.0054561745,0.0,0.01906155,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
665,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,65,Det/images/train/00997517.png,1,8,possible_noise_or_label_issue,0.0055008492,0.0,0.016144038,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
666,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,66,Det/images/train/01154591.png,1,1,possible_noise_or_label_issue,0.0056466133,0.0,0.0063397363,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
667,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,67,Det/images/train/00356400.png,1,7,possible_noise_or_label_issue,0.0056646472,0.0,0.0136592524,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
668,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,68,Det/images/train/01135586.png,1,3,possible_noise_or_label_issue,0.0058244377,0.0,0.0123961206,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
669,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,69,Det/images/train/00927412.png,1,9,possible_noise_or_label_issue,0.0058555247,0.0,0.0069097229,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
670,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,70,Det/images/train/01019070.png,1,8,possible_noise_or_label_issue,0.0059200239,0.0,0.0171782098,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
671,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,71,Det/images/train/00853937.png,1,0,possible_noise_or_label_issue,0.0059343734,0.0,0.0050113768,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
672,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,72,Det/images/train/00825995.png,1,2,possible_noise_or_label_issue,0.0059676767,0.0,0.0121321923,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
673,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,73,Det/images/train/00350584.png,1,4,possible_noise_or_label_issue,0.0060014394,0.0,0.0110590073,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
674,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,74,Det/images/train/01009656.png,1,7,possible_noise_or_label_issue,0.0060937047,0.0,0.0076146503,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
675,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,75,Det/images/train/01010584.png,1,0,possible_noise_or_label_issue,0.0061533857,0.0,0.0077799869,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
676,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,76,Det/images/train/01052009.png,1,1,possible_noise_or_label_issue,0.0062486276,0.0,0.0210785212,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
677,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,77,Det/images/train/01135542.png,1,3,possible_noise_or_label_issue,0.0062642663,0.0,0.0178554258,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
678,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,78,Det/images/train/00927413.png,1,9,possible_noise_or_label_issue,0.0063479314,0.0,0.0087800967,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
679,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,79,Det/images/train/01117141.png,1,7,possible_noise_or_label_issue,0.0063888724,0.0,0.0093725501,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
680,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,80,Det/images/train/00309126.png,1,0,possible_noise_or_label_issue,0.0064121254,0.0,0.008389203,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
681,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,81,Det/images/train/00618062.png,1,4,possible_noise_or_label_issue,0.0064525023,0.0,0.0203274194,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
682,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,82,Det/images/train/01296574.png,1,7,possible_noise_or_label_issue,0.0065670727,0.0,0.0120161072,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
683,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,83,Det/images/train/01140611.png,1,0,possible_noise_or_label_issue,0.0065849056,0.0,0.0127687284,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
684,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,84,Det/images/train/00784713.png,1,0,possible_noise_or_label_issue,0.0066895764,0.0,0.0235335125,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
685,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,85,Det/images/train/01296580.png,1,7,possible_noise_or_label_issue,0.0067198651,0.0,0.0123943447,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
686,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,86,Det/images/train/00927406.png,1,9,possible_noise_or_label_issue,0.0067226036,0.0,0.0116124128,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
687,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,87,Det/images/train/00356485.png,1,7,possible_noise_or_label_issue,0.0067232928,0.0,0.016537335,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
688,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,88,Det/images/train/00574989.png,1,3,possible_noise_or_label_issue,0.0068683619,0.0,0.0050449761,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
689,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,89,Det/images/train/00665977.png,1,9,possible_noise_or_label_issue,0.0068881065,0.0,0.0160992239,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
690,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,90,Det/images/train/01072776.png,1,3,possible_noise_or_label_issue,0.0069681447,0.005,0.041574781,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
691,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,91,Det/images/train/00858936.png,1,1,possible_noise_or_label_issue,0.0070271455,0.0,0.0109675359,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
692,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,92,Det/images/train/01117160.png,1,7,possible_noise_or_label_issue,0.0070829033,0.0,0.012207191,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
693,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,93,Det/images/train/00839007.png,1,6,possible_noise_or_label_issue,0.007105787,0.0,0.0103002831,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
694,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,94,Det/images/train/00201560.png,1,8,possible_noise_or_label_issue,0.0071445143,0.0,0.0112421737,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
695,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,95,Det/images/train/00974968.png,1,5,possible_noise_or_label_issue,0.007151396,0.0,0.0056414117,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
696,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,96,Det/images/train/00877021.png,1,4,possible_noise_or_label_issue,0.0071533283,0.0,0.0226270695,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
697,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,97,Det/images/train/01243884.png,1,0,possible_noise_or_label_issue,0.0071813713,0.0,0.0061200612,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
698,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,98,Det/images/train/00438101.png,1,2,possible_noise_or_label_issue,0.0073625601,0.0,0.0151009276,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
699,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,99,Det/images/train/00457017.png,1,9,possible_noise_or_label_issue,0.0075284195,0.0,0.0083775854,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
700,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,100,Det/images/train/00160529.png,1,6,possible_noise_or_label_issue,0.0075672654,0.0,0.0073164958,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
701,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,101,Det/images/train/01135343.png,1,3,possible_noise_or_label_issue,0.0076292119,0.0,0.0121692295,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
702,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,102,Det/images/train/00997888.png,1,8,possible_noise_or_label_issue,0.007632037,0.0,0.0442086593,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
703,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,103,Det/images/train/01002705.png,1,6,possible_noise_or_label_issue,0.0076352924,0.0,0.0132822741,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
704,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,104,Det/images/train/00312066.png,1,2,possible_noise_or_label_issue,0.0077292754,0.0,0.0105456936,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
705,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,105,Det/images/train/01050206.png,1,8,possible_noise_or_label_issue,0.0077711106,0.0,0.0113883435,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
706,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,106,Det/images/train/00343005.png,1,2,possible_noise_or_label_issue,0.0078772882,0.0,0.0116915026,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
707,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,107,Det/images/train/00443379.png,1,0,possible_noise_or_label_issue,0.0078818968,0.0,0.0074621066,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
708,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,108,Det/images/train/01211536.png,1,4,possible_noise_or_label_issue,0.0079307954,0.0,0.0103285426,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
709,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,109,Det/images/train/01195854.png,1,3,possible_noise_or_label_issue,0.0079746664,0.0,0.0229830781,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
710,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,110,Det/images/train/00455662.png,1,5,possible_noise_or_label_issue,0.0080065683,0.0,0.0102686017,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
711,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,111,Det/images/train/00334287.png,1,6,possible_noise_or_label_issue,0.008067638,0.0,0.0249709771,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
712,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,112,Det/images/train/01064045.png,1,6,possible_noise_or_label_issue,0.0081861445,0.0,0.0265575498,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
713,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,113,Det/images/train/00955373.png,1,2,possible_noise_or_label_issue,0.0082814716,0.0,0.0077273467,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
714,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,114,Det/images/train/01185620.png,1,2,possible_noise_or_label_issue,0.0083337598,0.0,0.0096471159,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
715,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,115,Det/images/train/01028774.png,1,6,possible_noise_or_label_issue,0.0083396519,0.0,0.0062915832,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
716,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,116,Det/images/train/01234313.png,1,8,possible_noise_or_label_issue,0.0083426306,0.0,0.0155834141,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
717,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,117,Det/images/train/00936622.png,1,6,possible_noise_or_label_issue,0.008406044,0.0,0.013690027,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
718,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,118,Det/images/train/01237849.png,1,5,possible_noise_or_label_issue,0.0085919027,0.0,0.0109829488,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
719,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,119,Det/images/train/01152449.png,1,8,possible_noise_or_label_issue,0.0088194493,0.0,0.0228326578,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
720,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,120,Det/images/train/01118846.png,1,2,possible_noise_or_label_issue,0.0089501324,0.0,0.01561467,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
721,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,121,Det/images/train/00904153.png,1,6,possible_noise_or_label_issue,0.0089897406,0.0,0.0075211859,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
722,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,122,Det/images/train/00633284.png,1,2,possible_noise_or_label_issue,0.0090795308,0.0,0.0150446252,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
723,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,123,Det/images/train/00295271.png,1,3,possible_noise_or_label_issue,0.0091238121,0.0,0.0235986779,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
724,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,124,Det/images/train/00938420.png,1,8,possible_noise_or_label_issue,0.0091266497,0.0,0.0216571221,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
725,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,125,Det/images/train/01101534.png,1,0,possible_noise_or_label_issue,0.0091925411,0.0,0.0112022282,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
726,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,126,Det/images/train/00760110.png,1,4,possible_noise_or_label_issue,0.0092843656,0.0,0.0305419033,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
727,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,127,Det/images/train/00760151.png,1,4,possible_noise_or_label_issue,0.0093370423,0.0,0.0181388982,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
728,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,128,Det/images/train/00705648.png,1,4,possible_noise_or_label_issue,0.0094167499,0.0,0.0174375753,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
729,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,129,Det/images/train/01243913.png,1,0,possible_noise_or_label_issue,0.0094438648,0.0,0.0082206256,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
730,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,130,Det/images/train/00256556.png,1,3,possible_noise_or_label_issue,0.0095832614,0.005,0.0528369858,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
731,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,131,Det/images/train/01211541.png,1,4,possible_noise_or_label_issue,0.0096560348,0.0,0.006149438,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
732,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,132,Det/images/train/01117839.png,1,7,possible_noise_or_label_issue,0.0097490959,0.0,0.0331274125,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
733,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,133,Det/images/train/00451250.png,1,6,possible_noise_or_label_issue,0.0097628734,0.0,0.0120993454,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
734,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,134,Det/images/train/00955125.png,1,2,possible_noise_or_label_issue,0.0098300409,0.0,0.0138351084,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
735,WEAK_DEFECT_CORE_0P5_CLASS_PERCENT,135,Det/images/train/00223140.png,1,6,possible_noise_or_label_issue,0.0098549378,0.0,0.0097071594,300,lowest OOF mean_p_defect covering 0.5 percent of the defect class
