deep_rank,selection_role,paper_id,queue_id,canonical_work_id,title,quota_rq,secondary_rqs,directness,relevance_class,effect_relation,selection_phase,tie_break_key,method_source_path,method_source_sha256,method_source_bytes,current_screened_review,legacy_deep_note,ready_evidence_status,formal_deep_credit
90,PRIMARY,P0347,RGE135141573B076B0,CWD3A985789ECF796B7740,Optimizing Two-Way Partial AUC With an End-to-End Framework,RQ3,RQ8,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,MANDATORY_ANCHOR,DD4C0BCBA95DEA7023B20F8A031CB106B4D2F8E5F87D63258BFFDFC048C1217B,staging/broad_freeze_canonical_repaired_v4/sources/P0347.pdf,6E2A30F89760272B0783F0017DD7B318BCB265B37DC46C0A8B301D038FBD6127,8837691,HASH_BOUND_PRESENT,NOT_AVAILABLE,INHERITED_EVIDENCE_PRESENT,false
91,PRIMARY,P0125,RG3EF67134F23E18B8,CW4918AE07F58C343F96B6,DsDm: Model-Aware Dataset Selection with Datamodels,RQ8,RQ2;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,DD713217EA407DBCCDA0C504DF55AD9AF5CF617D293F68A93E18B0E8B7513AAC,staging/broad_freeze_canonical_repaired_v4/sources/P0125.pdf,5025DBC19CC5298AE09E4A9841216AECFC7F3941AB6C2871A8DF3EC74EB43827,2970361,HASH_BOUND_PRESENT,BYTE_IDENTICAL_PRESENT,INHERITED_EVIDENCE_PRESENT,false
92,PRIMARY,P0330,RG4C05ABF685E44621,CW2C31D4B8DEFAADCBE53F,Coverage-centric Coreset Selection for High Pruning Rates,RQ5,NOT_APPLICABLE_WITH_REASON:no secondary RQ,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,DDDFD40481C1D7F70C90642D002AE2AEEC43DFD5A8B48056D25B1BAD7283827E,staging/broad_freeze_canonical_repaired_v4/sources/P0330.pdf,EE192893648C10D33A74D757A54A6DDDD1C660B547A0653061C8D0F113A81C54,615324,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
93,PRIMARY,P0400,RG365E4B43FCF0F871,CW95905E41363466AB9C06,A Negative Result on Gradient Matching for Selective Backprop,RQ7,RQ3,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,NULL_NEGATIVE,MANDATORY_ANCHOR,E0B0A01F9DFC9D7C266B38A153AA562FD1ACFD3797CEAF07ABE5856198FEB13D,staging/broad_freeze_canonical_repaired_v4/sources/P0400.pdf,00C79DBC0D19D3E61A386A91311BFEF2CFA83640A71E042EED8BFE522372206C,897698,HASH_BOUND_PRESENT,NOT_AVAILABLE,INHERITED_EVIDENCE_PRESENT,false
94,PRIMARY,P0430,RG73E7B805F9AD76C7,CWA30DF06C8D4A2F1ECC29,Estimating Training Data Influence by Tracing Gradient Descent,RQ8,RQ2;RQ3;RQ4;RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,MANDATORY_ANCHOR,E4756867228573A7DDF9F0A303E3894397B42677FC2A30235E589BFBA4782F19,staging/broad_freeze_canonical_repaired_v4/sources/P0430.pdf,B31C94316EF78E2E5F28553FE7F54098E2AAFB431405471D5624D073465D09C9,5307415,HASH_BOUND_PRESENT,BYTE_IDENTICAL_PRESENT,INHERITED_EVIDENCE_PRESENT,false
95,PRIMARY,P0082,RG6D524C9306BAED95,CW73982D015AB40FEE5E6B,Learning from Long-Tailed Noisy Data with Sample Selection and Balanced Loss,RQ1,RQ2;RQ4;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,EA07A71EFE88FDC8B444096E0A45A18197A6B1637EAA27C489A24E67F2EB16C8,staging/broad_freeze_canonical_repaired_v4/sources/P0082.pdf,1A2E018AD69D41F13551F2AE1AFE2D478C85DA159B66A08355E51C8D959D1327,625319,HASH_BOUND_PRESENT,NOT_AVAILABLE,INHERITED_EVIDENCE_PRESENT,false
96,PRIMARY,P0340,RGC0D4513EFDAC52B7,CW2058BFE8C66EA619873D,An Empirical Study of Example Forgetting during Deep Neural Network Learning,RQ8,RQ1,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,MANDATORY_ANCHOR,EAAC07552F927356E44AD4DF4D5384805D9442C998BBCE950DABE3CF0BA0DDF4,staging/broad_freeze_canonical_repaired_v4/sources/P0340.pdf,0CEEF9C602D22B977BAF61E1E62897EE0D3D1A043E93D34129B3A448A9120C89,1731989,HASH_BOUND_PRESENT,BYTE_IDENTICAL_PRESENT,INHERITED_EVIDENCE_PRESENT,false
97,PRIMARY,P0390,AX6B828EA30AEEF829,CW6B828EA30AEEF829012E,DivideMix: Learning with Noisy Labels as Semi-Supervised Learning,RQ4,NOT_APPLICABLE_WITH_REASON:no secondary RQ,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,MANDATORY_ANCHOR,ED6F39E2F1725CD4A4338CEAD8B1C13FF390B4383AD67ACA970E9D75223FDF0B,staging/broad_freeze_canonical_repaired_v4/sources/P0390.pdf,1FF51BF883305E7601E5D7126077F6FFC35247D9D1367F57CF93D312807161AA,771769,HASH_BOUND_PRESENT,NOT_AVAILABLE,INHERITED_EVIDENCE_PRESENT,false
98,PRIMARY,P0142,RG9C9AD73F23D54116,CW538E0F4861D2EB4BB06D,Learn the Time to Learn: Replay Scheduling in Continual Learning,RQ6,RQ1,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,F5FCDC332647E460BE6E0E6FEF3771914EF714FA5150714001650E63A43A95E1,staging/broad_freeze_canonical_repaired_v4/sources/P0142.pdf,C10C3AC54DD62ED5D38ED16E0AD446194A6F2779011B2489FA0EBF1007829D4E,857691,HASH_BOUND_PRESENT,BYTE_IDENTICAL_PRESENT,INHERITED_EVIDENCE_PRESENT,false
99,PRIMARY,P0403,RG23777DF75AF056AE,CWAEC0D9840DD20625A997,D2 Pruning: Message Passing for Balancing Diversity and Difficulty in Data Pruning,RQ2,RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,F7C798C014C26219D667270EC5D00850D9B384EC5306463559E7F1EB526EECED,staging/broad_freeze_canonical_repaired_v4/sources/P0403.pdf,B8CD6E1E680EC7D566C2688D007B226E2C6137BD8A298CC53A6497F6083355C1,16883068,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
100,PRIMARY,P0116,RGD8453AB27200DCF8,CWEB485D837A2F070054C4,InfoBatch: Lossless Training Speed Up by Unbiased Dynamic Data Pruning,RQ7,RQ1;RQ2;RQ5;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,F8D4AA677368FC07CDDA9D93FC1FDC32B89E3DA1581A85E4C96FE5BB87B81BAF,staging/broad_freeze_canonical_repaired_v4/sources/P0116.pdf,B9F6140B13CD2F8E03C69A1285DA93F38C62A57E355C67C75CF84BD58DB90A32,3034129,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
