paper_id,queue_id,canonical_work_id,quota_rq,secondary_rqs,directness,relevance_class,relation,selection_phase,tie_break_key,original_source_path,source_sha256,source_bytes,merged_queue_ids
P0252,AX5BBB2D6BD039C272,CW5BBB2D6BD039C272F48A,RQ5,RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,MANDATORY_ANCHOR,7250996C8C3981BADCD10E9C8DA7D6F0573811587714DFB619E3C92E5F33DFF5,sources/anchor_supplement_v2/AX5BBB2D6BD039C272.pdf,EFBF45149577F3EB64AFDAE440A5335A89F003B9C357D3AFF3926278162E664E,1769964,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0253,RG4E7AAB3589A6092D,CW502959B0628B0D515DC0,RQ6,RQ2;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,727049F998153223565601BD7A71282146F913F16A25B6482851325851C85DFD,sources/broad_screen/batch_003/RG4E7AAB3589A6092D.pdf,AD6B4C1B75AEC0879590596394811C56618AE70D5A1BC56A4BA9EE2607C5211F,596275,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0254,RGD41F8ECE2A301A54,CW3468E17EB2E116A344EC,RQ7,RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,72887DD51598C47196D5C15416D115118561AAE2C40213B3228D5ED1C1AEC9B3,sources/broad_screen/batch_009_corrections_v1/RGD41F8ECE2A301A54.html,D364064EB28E2AB888276258F4F7F78F6CF1C654F896954095AB3A67821024C8,12793,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0255,RG62D350DB6CD76259,CWEBFB36A95AA2316D6377,RQ7,RQ3;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,72C88B77F8D0A1B092AB8C197FC2B168D3B3644495051AAD797E16FF5F1E0E0B,sources/broad_screen/batch_006/RG62D350DB6CD76259.pdf,966733F44997F9262AB853AD2DE7BA97B1858B1658119E9F2390104A9EB9B53F,1028154,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0256,RGF41101573CDA3DD8,CWC934613AB901C38A9451,RQ6,RQ1;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,731078C7FC386AC03190E7D8AFC47F85EF7DE987A02E833A2EAE72365DBAC572,sources/broad_screen_primary/batch_022/RGF41101573CDA3DD8.pdf,8814B5B1FE4CAA19351FE050D5347EA9BD41EAD19A0C03D52036B195844D2F57,674995,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0257,RG2F3A3B2309A4A8C2,CWB23ACCDA0463F92F5481,RQ5,RQ2;RQ3;RQ4,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,7368445CCE8E029DD1A03C006C8D0DFFB561CFBCBC5CB0F3769970F6BFA31EA3,sources/broad_screen/batch_014_corrections_v1/RG2F3A3B2309A4A8C2.html,65BCC0E409FBCB80AD542F919A615248B36FBF6C18AB7E71B4C6B98115EEAD07,17618,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0258,RGB0E150D56A620552,CW895E9B239A41160FB98A,RQ1,RQ4,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,736CC66BDB1F33B7EB57EE0E248FAC606F6DE7B1D22890F8D92F56E9EE7E9F82,sources/broad_screen/batch_011/RGB0E150D56A620552.pdf,09084B4A72AAD96088E32F7142727738C853588B2FE224825299C4DC45637C62,11821708,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0259,RG66EE28DBBBD15BA1,CW05F50399D1896ED05A56,RQ7,RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,745B87BBF37646D1B39AD99B114A419BB671D5A0F93366282C25D663CED6079E,sources/broad_screen/batch_014_corrections_v2/RG66EE28DBBBD15BA1.pdf,A77DBD956DB991948D78417945A4650B0D45E3D03655F57343467DE79D8FA4C9,724240,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0260,RGC67F47AC86D5015D,CW8AEC6750BA544BC31236,RQ4,RQ1;RQ3;RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,74E10C09DC62CB2805ED4B8D98C25FB37C16F3A0D5E0ADC35819E94C9ACE88CE,sources/broad_screen_primary/batch_019/RGC67F47AC86D5015D.pdf,3F63D9D93703246BBC738DC150437655BB958BC6E4932B500F0B9968BF881A6E,8444950,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0261,RG34CF0A02444D4F19,CW774DB61D175B4AFDA492,RQ4,RQ2;RQ5,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,75440BEA782FE3B3AE9FAC7FFEEA139661B81E9DFB57844EF12034DCF9940639,sources/broad_screen/batch_016_corrections_v1/RG34CF0A02444D4F19.html,2EC7C5BAD3D8FE3D5C4AC5C9AED934E5CF3D5833D892D45B360299F82DD5B949,44449,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0262,RG9097668B6EDA91E6,CWC03817F931D4D3BDD7BA,RQ8,NOT_APPLICABLE_WITH_REASON:no secondary RQ,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,GLOBAL_FILL,7672FDA9A15836D5A5C03DEAA013913AC0D898BB16D8332724E5CBB3CCA70AFB,sources/broad_screen_primary/batch_013/RG9097668B6EDA91E6.html,71FF41C033BBA125DC334C2977BC8FA3C2F95BE76EA76E23E8205969C8CB346B,32721,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0263,RG66B9FEEBBE8E81B1,CWC08E275D9396E328CEBD,RQ7,RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,7698AF4399FF204255646FB25952B3BE9379EE9DE1B34DF319797E8382C73812,sources/broad_screen/batch_006/RG66B9FEEBBE8E81B1.html,3DD8A51BC9031D084BA72210EA590ADD2E49D7CEC01D4F82A509D626E7DF7044,140504,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0264,RGD85FC74B4BBA0C70,CWFB35B6E012E192855E11,RQ7,RQ4;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,77325392F8A006D77A6ACD5E7E213BB755D82EE35276731819BB5B442F6D1DC9,sources/broad_screen/batch_010/RGD85FC74B4BBA0C70.pdf,7CEB28BD9CD9F60FD2C19339431D6BC4EDFE8C92343F1A76E689EF20B4500457,2627586,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0265,RG0A720D1044C91A86,CWC1E53EDE08BE9F858311,RQ5,RQ3,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,777E3D759CFA472501DCC2C296E800F099220AC20337EDFF85A2C5470DCCA5BA,sources/broad_screen_primary/batch_014/RG0A720D1044C91A86.pdf,B83D97E675E6EA51145327183DD32F3C0F5A314C4A6FCD3306F86FF481A5210E,1123964,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0266,RG0EE43BA499BFED1E,CWB99375F7806D4455F259,RQ5,RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,7786D91CA071579D8DA9484F77474E29BB8712928F6752CBB3083501373759D5,sources/broad_screen/batch_014_corrections_v1/RG0EE43BA499BFED1E.html,38F55556A9A07297CB064A51DEAFAD7FCB81851C3C3028E81FD1BBA15187ED2C,12833,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0267,RGC01857D6E562A6C2,CW95458F030F3547F6106B,RQ6,RQ2;RQ3;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,77ACD6CB76ED30F792BCCC5BABCCA34A40ED2B7DC26007559A900771C9482244,sources/broad_screen_primary/batch_021/RGC01857D6E562A6C2.html,894C0854D44929A4A408A002342544A071305C4C10699737611890D18CB47186,24951,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0268,RG144323F817062020,CWBB522EF90675376968EA,RQ7,RQ2;RQ3;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,77FED295C7CAC73D99A18FFE7170580009A9BAF82C78E7B3896790E0B4EEFF6D,sources/broad_screen_primary/batch_023/RG144323F817062020.pdf,CA8F3F98FC0953B3AD566786C82B9AE03ED005E7A1D758BACFEDE15AF65C9132,7594462,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0269,RG9F78F99C8B9F703D,CWC87E7FCFD868F3FD4933,RQ4,RQ1;RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,7802AB0942ADC1DEB17875507368B51DB9A4315C386797F5EAABFB285F46846E,sources/broad_screen/batch_006/RG9F78F99C8B9F703D.pdf,3C5993FEF08D18188D77432E8BB8BB52F52142259CD63DB6DE0458809E1F1B43,4349888,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0270,RG881E24A52F6F6658,CW9E47E2A3E9C2567C7BE0,RQ1,RQ4;RQ6,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,78155E09E01A58AA647DF62C371C32C760FCCB942CBB0BED4CAD702F4EF3AA16,sources/broad_screen/batch_004/RG881E24A52F6F6658.pdf,6A66DEC273A5E271E35EC020032DEC9D2C0B955D1671E688C7236FF2CD735368,1045398,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0271,RG79CD1D77F2683A15,CW97341423D5E5FA2BEA6F,RQ7,RQ4;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,78A278F4C2B736A10853A8C4AA59C1DD97E020C30EEC872727A8A6C6B87896B1,sources/broad_screen/batch_006_corrections_v1/RG79CD1D77F2683A15.pdf,7578F922A2637FF6DD1AA5A8B35AA1D85EF4849087FB18C277840FE8FDA19CCB,670411,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0272,RGAA447F4B312AD3C0,CW148E5CE355D1C48BAE4A,RQ5,RQ2,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,78BEDE0245EBA3C4608DB4E64966A09C55979B59DCD0965B69F51FB3007A8B8A,sources/broad_screen_primary/batch_018/RGAA447F4B312AD3C0.pdf,1BA69E40FCD78F542C092BAE8E60FBD712FE32071DB2FC28A48D6BB004A17E03,1207384,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0273,RGE3020C44A4FABCC5,CW1AC8E76E51AB89123FC8,RQ8,RQ4,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,GLOBAL_FILL,78C2163221D4A29C68311331846F421D3CD70D5E4790B7A14F1B4E164B1B7728,sources/broad_screen_primary/batch_013/RGE3020C44A4FABCC5.pdf,76D44CB776354E62126A9AF17852870074DF8D25C3540979E60B8085BCF4FB8C,1194333,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0274,RG95C7188036D6B7E8,CWD6EB26DA1D6FE7781F54,RQ5,RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,79C54D60A14C111D00855458FABF926E639121749B54854E174B829B4472B31F,sources/broad_screen_primary/batch_019/RG95C7188036D6B7E8.pdf,EEBBF701D59907582A6DF49B6EEA1628DEC6794643C1AF65CF662C68A792EAEA,4937074,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0275,RG57D6B0A1FD673276,CW1F16F913FDB5EC4C55F0,RQ6,RQ2;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,7A3DBCBEE8EDA38CBA16BCDFB57B1F44566B1AAFCF05A32E61F114F1F68591D9,sources/broad_screen_primary/batch_022/RG57D6B0A1FD673276.pdf,9001410C90B6B45261700991D498C596A27B59C76B49235D8B6190E7749479C8,5224520,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0276,RG7AB127E7FCC79BF3,CWA3337B61D35435791915,RQ5,RQ1;RQ4,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,7AE9AB7547AFDE962E85462B8EB6DDF88D9D3D57A4810316974B852C0928E9E0,sources/broad_screen/batch_004/RG7AB127E7FCC79BF3.pdf,3E832CCDBB4A203A0C2BF614E4E65C5AAE19AB74DD8319FBE4B3E1AB619EDB98,2103106,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0277,RGB26515D8310D6DE9,CWDA1A0343803A3FDB683B,RQ6,RQ5,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,7B1D47AF9581D94180E59E51F43DCC5DC84E96A9BFCF8EB251BD8713C389095D,sources/broad_screen_primary/batch_015/RGB26515D8310D6DE9.pdf,B62B233ED3FB072849C0F7C867E15C3D0337C20A4FA35DFCBA5CDFCFDD630527,2074852,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0278,RG89B377D5C9F39EEF,CW3C81365A858BCB076864,RQ6,RQ1;RQ2;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,7B482F18003A5CBFBD6FF3F87E4FD5815C4D7B8188DC85601C6E9A58574C7BFF,sources/broad_screen/batch_017_corrections_v1/RG89B377D5C9F39EEF.pdf,4705E7EF4E03AA2E2454540EE7D2A9953A98095283F53764A19AC5B38C70A93B,14243422,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0279,RGDC8CD65503E66D87,CWE929100BC6022B09FEC9,RQ6,RQ1;RQ2;RQ4;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,7BF618E70F801F8F6A57EC992834DC62A1C8FAC65B0AEE19080286592BC5EA0F,sources/broad_screen/batch_020_corrections_v3/RGDC8CD65503E66D87.html,5C59F19FE14D1757C4A01697F258FDD96D496DDA14CDEFDD9AEBE909A95AABD9,4507,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0280,RG5C5851C06FA80A4C,CWDA09CAB74D000A53CD8B,RQ8,RQ3;RQ6,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,RQ_MINIMUM,7C8695F7076130660003FDDC55C4B9CACD37625325E23A8F7C15A25C2F9D0AD7,sources/broad_screen/batch_003/RG5C5851C06FA80A4C.pdf,F7DFD00FB9EB99E344F63FE77521860778724F81446EC5472CEAC64261230BD0,890054,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0281,RGC8C0A91993691C30,CWB7B78F6C09272641F00A,RQ8,RQ7,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,GLOBAL_FILL,7CF2983056A769BE73E3D2B36BE9DCB108CFF3AEE8E1DAC2104FE174DC74F7AB,sources/broad_screen_primary/batch_014/RGC8C0A91993691C30.pdf,30FE7262506A2E5B88CBB0692040E9B767990EEA48DC89DBEBC3751EFCD40C58,1589991,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0282,RGAACBB453A3A5AD58,CW0F537BA127F3FE7841A8,RQ6,RQ1,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,7D7E6E2DB356E9A14653AC01E1B107EC0C20E7FC35B783551AA6CD490A86F896,sources/broad_screen/batch_008/RGAACBB453A3A5AD58.pdf,1112820C48680E728C5D215FEF4D6F13A29156D3D1411A0E7522FFA40D205D98,2646136,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0283,RG105EED7CBC5A1919,CW5695D5482C4D222263CF,RQ2,RQ1;RQ4;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,7E2950A6DEA1A81C2B89477E08E78D13907B9A94614A8DA0CEAA8B293C3B060B,sources/broad_screen_primary/batch_020/RG105EED7CBC5A1919.html,5E17D880FE8243037E6E4B2B75D72E8CA0EF347D5619B0776343473874AC3D4E,44018,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0284,RGA6C2960778DCEDE2,CW0C72B17B4D53D2282B33,RQ2,RQ3;RQ4;RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,7E459086CAF7D84D7955E87DE7D88C5E04C6A6EF2B3B948EF0123E714DFF6269,sources/broad_screen_primary/batch_020/RGA6C2960778DCEDE2.pdf,FCA22D32F8F9337C623E5F6B6922BF51938E4625A9E52C34CE2732FDDA225DE2,6742272,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0285,RGD41FE33CB6EE97F8,CW84A98F542B2EE0936231,RQ2,RQ4;RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,7EE4127A616A8F9C13FAA0566ADC783827EB771996E409558DD5323C98CF315C,sources/broad_screen/batch_004/RGD41FE33CB6EE97F8.html,A4EFC0D910822C3A3CFEEEC710C3A9DD3D9F49C6438544B29A5A063B0A4236F6,457769,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0286,RG022138AD8BE54A20,CWF4855C269EAB60C22360,RQ8,RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,7EF641ACA52A33AB615485618F20CF65885FE308667EDB2E36A6CA8A358C5F48,sources/broad_screen/batch_010_corrections_v1/RG022138AD8BE54A20.html,9DFCCD1CEA6A64A38A99949C3CE081B63B53F3EFCF015B1EF3E3F9D3E0CB4B1B,8805,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0287,RGF8C2039E080FB945,CWCD6ACD386DDB572E3357,RQ7,RQ2;RQ3;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,7FCC834608D9770A6D70AADC215F71F43596AB2166D899F9E3884438AAC62BD2,sources/broad_screen_primary/batch_023/RGF8C2039E080FB945.pdf,657C23561DB53B6DBA48AA35585AD26974A629711FAF5DCB83BAA40078E6B821,1246760,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0288,RG32D4D9393A420EF5,CW3DCFDABE87EF22C2B843,RQ6,RQ1;RQ2;RQ4,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,7FE1CE8ADD459C4E24A0416E50EF6B118AF3D1F97FB3C623A082DB429D5241A5,sources/broad_screen/batch_011/RG32D4D9393A420EF5.pdf,FCA02C46EE71B9C22A43331652B10D66606CE3E99F9B65BE26B89EFF09B66BE4,7211010,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0289,RGED1DACF969323F31,CW1C4264F5AD37FAA5A2B2,RQ6,RQ1;RQ2;RQ4;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,808ACA69FD55F5D5792C0FE46C30251C61BC0995209C5A6367DE2526BB71911D,sources/broad_screen_primary/batch_015/RGED1DACF969323F31.pdf,0462CCB03E6139A33420CE44C17E51CC6388124F2AE3C285750D564D23405157,1545992,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0290,RGE8A424B22CF65CEC,CW50D21FC725813C0F96F7,RQ1,RQ4,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,80AC36530B460CD7D7C268BFABEC70BDD01D8B77840D42D310102139C3CC1753,sources/broad_screen/batch_003/RGE8A424B22CF65CEC.pdf,367B71881B372D42B8F4BF8C5CFC84EF1B1EF2DF14E239627C562F2875F3F551,8833197,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0291,RGCE47DA08C1BE1536,CWC451EE3B7CEFF6DC565D,RQ7,RQ3;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,80AC7AD58447D5A6D4618E4535E82A213020B6DA2F85E877E58455E1FF572C9A,sources/broad_screen_primary/batch_023/RGCE47DA08C1BE1536.pdf,85FB09BBD4738EA4B983850C7C119F1F458C5F0894DF6FFAF15F6124D30CCD5C,1674580,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0292,RGD9B98A6ACA8417B1,CW70CFA3F80413F1927CB2,RQ1,RQ3;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,81A3577FF81F2B0E8A1F238484DF03D0E98A6E7E0D079A366669BA1D0191F4C3,sources/broad_screen/batch_013_corrections_v1/RGD9B98A6ACA8417B1.html,4950C20782222B9BC984C441A24D4CF0B1ABFA36D46364B53E3671E4B777575A,16398,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0293,RGF7DADDC419CAC4B3,CW873DA6584A48FA664017,RQ5,RQ2,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,8249BD09104F7C32907DF5D301E1455B9F1BEF24951137237696F6D273493BAC,sources/broad_screen/batch_011/RGF7DADDC419CAC4B3.pdf,1D3A39CC5DEC4802A78DA0696DE255908A202C53B6875F97E5E156B549B2382F,3119361,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0294,RG92435F70CF9F486B,CW2061A35760265D280B33,RQ1,RQ2;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,834EB0AFD27B80A0525F40F5B4BCF69AD2CA9A5B96B4ED7982E52E7D3BDD8AAB,sources/broad_screen/batch_017_corrections_v1/RG92435F70CF9F486B.html,7E162E262A1AFC9E3A0ADA5E157B7F7158F5DA02AC769571AC9869CD5092C9A7,6847,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0295,RG0B03E874F7773B58,CW86256855000A0E306E78,RQ1,RQ2;RQ4;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,83E74DCE5AD8DBBB60EC63A47C09141BBBDC3C5813F96F832D827499BAB651A4,sources/broad_screen_primary/batch_020/RG0B03E874F7773B58.pdf,C0119F48CCF23F16BF3955B2A587D244EC23750E931265CC6E7CA4DD45917933,5429558,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0296,RG85BA219CE2F60FA9,CW1014EDD895705BA5032C,RQ5,RQ2;RQ3,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,852FCB0FE1EE353EF308AAAE4BD7133A07D878AC905BCCC78D81EE9A434E09B9,sources/broad_screen_primary/batch_016/RG85BA219CE2F60FA9.pdf,754F406A19A015F0A02CFCF61F7A82CC5B7C4918C6920D9482D2CF3889077F4A,713265,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0297,RG7BE3267C80F9E0C0,CW7CBF803114FCB0E91CB8,RQ1,RQ4;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,854003EE03E8CB67093FE19FF6A5D329219732B60CEF6B111438D112A944854F,sources/broad_screen_primary/batch_017/RG7BE3267C80F9E0C0.pdf,22B33ECB5F0B1E049E7759A8AFAD91F7ED8709FA662C18C8C4E493E8393954FA,3388946,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0298,RGDF7060DDA7EB2B77,CW582832E073362456B7FA,RQ6,RQ1;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,85CFE9E689098A4343AE31392416B34854236807EE8D4BC276A2500CE531B4BF,sources/broad_screen_primary/batch_020/RGDF7060DDA7EB2B77.pdf,8C0B633CEC72CAE523846384BDB24E13B16DF410CE70BA104D2F9A5B7F5C3582,1716101,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0299,RG0F41BBB6BA80A765,CW93AC1771E15E6E36424E,RQ1,RQ2;RQ4;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,85F0669EDE8B4D13C08ACDB35ED7FBA81F07B927078AE2AD64E4C8E7475C5A5F,sources/broad_screen_primary/batch_020/RG0F41BBB6BA80A765.pdf,41F2E0F99E009648B8ED0A153090D7ACC8AE3735EE4EEB532964E8096AEAB026,408753,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0300,RG2EEE50021E0C9BD8,CW25DCF48B77443913F60A,RQ1,RQ2;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,86194DFC0BD37A5E85A8B00DC8B7919BD4DBD1428564ABE102A3A3A8AB7723CB,sources/broad_screen_primary/batch_012/RG2EEE50021E0C9BD8.pdf,17555B7F7FDADC74E46CD50A13EAF2DBA174111078AE3BCD9985DAD9244292E1,3360253,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0301,RG69103EC78B06925C,CW70793D929B7407532A23,RQ3,RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,868B09DEF7881F261BF0F64E2F8850B6DFC206F77D06680B6EEDE007843FA3F1,sources/broad_screen/batch_005/RG69103EC78B06925C.pdf,6B2FE9183271C1F7B6FB58B9E11123BC7471A1FF36B27AE659E6699B151C829C,3112806,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0302,RGDADCF7A52C480EC0,CW08667B47D353D9EABDDD,RQ5,RQ2,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,875D3075E463C72F53B7AA8BF7CBC0A376698017C5E26BFFD617B08EC808D1A3,sources/broad_screen/batch_018_corrections_v1/RGDADCF7A52C480EC0.html,C5A7759BE44CBB9B6715A73F578A57A4D49402ED8D9161FF3EB4AE7F090B7309,8830,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0303,RG53B5FDE56BE3AE5E,CW29EF00106E8E8B661C09,RQ6,RQ1;RQ2;RQ4,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,8881AB8BEEE864A6821A6EC69ACABD3868CC786A2ECF5C8F48AFBD5D184969A0,sources/broad_screen/batch_018_corrections_v1/RG53B5FDE56BE3AE5E.html,6FF3824CFC73AE47B6556C0E43D253B30147034FE8EA746DF3C632DBE38F3934,3751,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0304,RGE06C2EFF261D60BE,CW0E82102CDE3F9D5D3AA5,RQ1,RQ2;RQ4;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,8986BFA290AC616481BFDEE7BDBD79A233FCD4A016FB29CC7D3E5F3EE5F2246F,sources/broad_screen/batch_019_corrections_v5/RGE06C2EFF261D60BE.html,0F640B71407508C7B22437E5527F3EF4B3F5A77A42819F430C8EE44F89AF5DD1,6180,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0305,RG0C4A72793BFAA1BA,CWEFE28EFBCA6777C4F903,RQ6,RQ1;RQ2;RQ4,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,89A882A8BDD0C6071D52728B25DE2D2704C53BAE33B963D1B686375161A05798,sources/broad_screen/batch_015_corrections_v1/RG0C4A72793BFAA1BA.html,E2335E3737EF52CB4F566CCEA2014BCADD20346285957EB3A2B681987CDD7C3C,13987,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
